SN	Distance_X_LOGO_Battery_Left1	Distance_X_LOGO_Battery_Left2	Distance_X_LOGO_Battery_Left3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Left1	Distance_Y_LOGO_Battery_Left2	Distance_Y_LOGO_Battery_Left3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Left1	Angle_Battery_Left2	Angle_Battery_Left3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3MG9HFM5____	-9.257	-8.914	-8.857	-9.069	-8.890	-9.263	-9.050	-9.189	-8.998	-9.143	-9.021	-8.816	-9.183	-9.219	-8.833	-8.761	-8.542	-9.276	-9.254	-8.577	-9.172	-9.122	-8.991	-8.563	-8.688	-8.816	-9.228	-8.919	-9.271	-9.393	-9.145	-9.226	117.728	118.227	118.510	118.479	118.106	117.444	118.104	117.855	118.413	117.648	117.681	118.293	117.633	117.721	118.200	118.405	118.087	117.555	117.670	117.250	118.086	118.169	117.466	117.593	118.453	118.043	117.643	118.112	117.903	117.892	117.770	117.811	94.499	94.315	94.278	94.381	94.308	94.513	94.385	94.462	94.349	94.447	94.387	94.266	94.467	94.481	94.277	94.235	94.141	94.515	94.500	94.187	94.445	94.418	94.380	94.168	94.198	94.274	94.488	94.322	94.500	94.559	94.444	94.481	2016_7_15_16_04_38
F2LS3SMLHFM5____	-9.400	-9.324	-9.184	-9.140	-9.232	-9.353	-9.434	-8.889	-9.333	-9.235	-9.329	-9.228	-8.688	-9.250	-9.357	-9.167	-8.896	-9.539	-9.193	-8.896	-9.186	-9.470	-9.087	-8.897	-9.201	-9.333	-9.487	-9.183	-9.308	-9.655	-9.237	-9.099	117.925	118.008	117.779	118.281	118.032	117.582	117.903	117.755	117.996	117.854	118.205	118.207	118.019	117.934	117.863	118.335	117.767	117.620	118.285	117.956	118.152	117.665	117.669	117.601	117.905	118.033	117.905	118.173	118.176	117.902	117.979	118.235	94.566	94.526	94.467	94.427	94.481	94.556	94.583	94.325	94.531	94.489	94.521	94.472	94.218	94.493	94.547	94.438	94.328	94.645	94.453	94.321	94.454	94.610	94.424	94.335	94.471	94.530	94.609	94.452	94.512	94.690	94.485	94.409	2016_7_15_14_00_36
F2LS3TKDHFM5____	-9.265	-8.661	-8.966	-9.218	-9.033	-9.258	-8.991	-9.088	-8.519	-9.015	-9.016	-9.092	-9.004	-9.226	-8.847	-8.636	-8.813	-9.081	-9.260	-8.957	-8.983	-9.267	-8.991	-8.581	-8.773	-9.075	-9.223	-9.063	-9.036	-9.149	-9.095	-8.717	117.069	117.610	117.938	117.456	117.551	117.145	117.831	117.437	117.877	117.881	117.787	117.643	117.280	117.365	117.636	117.861	117.650	118.334	117.135	117.722	117.806	117.606	117.170	117.296	117.758	117.476	117.616	117.481	117.763	117.874	117.363	117.550	94.567	94.254	94.390	94.530	94.437	94.561	94.406	94.468	94.176	94.416	94.420	94.462	94.433	94.537	94.343	94.233	94.326	94.431	94.562	94.394	94.403	94.548	94.431	94.227	94.303	94.460	94.526	94.454	94.430	94.481	94.474	94.284	2016_7_15_16_03_44
F2LS30UNGRX8____	-9.078	-8.930	-9.216	-9.011	-9.090	-9.258	-9.116	-8.973	-9.007	-9.011	-8.613	-9.144	-9.230	-9.331	-8.962	-8.974	-8.540	-8.971	-9.076	-8.558	-9.108	-9.326	-8.757	-8.633	-8.767	-9.014	-9.290	-9.044	-9.034	-9.257	-9.023	-9.057	117.542	117.683	117.368	118.080	117.572	117.303	117.973	117.154	118.215	117.965	118.016	117.792	118.146	117.581	118.059	117.513	118.080	117.554	117.544	117.693	118.168	117.329	117.462	117.393	117.912	117.904	117.441	118.111	118.046	118.360	118.180	117.628	94.324	94.247	94.397	94.271	94.328	94.420	94.326	94.287	94.265	94.275	94.082	94.346	94.374	94.445	94.248	94.274	94.044	94.271	94.322	94.066	94.315	94.452	94.171	94.113	94.160	94.279	94.430	94.286	94.284	94.379	94.274	94.310	2016_7_15_16_10_08
F2LS35BZHFM1____	-8.720	-8.727	-8.870	-9.023	-8.868	-8.808	-8.790	-8.476	-8.677	-8.924	-8.817	-8.686	-8.910	-8.814	-8.514	-8.574	-8.341	-8.879	-8.907	-8.435	-9.031	-9.055	-8.798	-8.554	-8.499	-8.814	-8.691	-8.569	-9.131	-8.871	-8.747	-8.831	118.242	117.905	118.582	117.969	118.458	117.659	118.148	118.042	118.444	118.459	117.969	118.176	118.381	118.537	118.091	118.217	118.118	118.378	118.435	117.471	118.454	118.124	117.362	117.733	118.265	118.064	118.017	118.553	118.065	118.198	118.543	118.462	94.023	94.038	94.083	94.179	94.087	94.087	94.060	93.913	93.995	94.114	94.080	94.009	94.110	94.058	93.929	93.954	93.845	94.095	94.107	93.913	94.166	94.189	94.093	93.961	93.916	94.075	94.017	93.940	94.228	94.098	94.026	94.069	2016_7_15_16_04_41
F2LS38TUGRXL____	-8.562	-8.300	-8.278	-8.527	-8.512	-8.445	-8.476	-8.256	-8.263	-8.320	-8.264	-8.451	-8.482	-8.393	-8.270	-8.207	-8.245	-8.530	-8.513	-8.320	-8.619	-8.760	-8.302	-8.055	-8.200	-8.326	-8.676	-8.357	-8.585	-8.705	-8.395	-8.358	117.639	117.661	117.876	117.725	118.012	117.275	118.099	117.660	117.872	117.960	117.798	118.055	118.000	118.171	118.118	117.918	117.864	117.654	117.127	117.938	117.608	117.143	117.316	117.292	117.417	117.627	116.956	118.097	118.101	117.869	117.822	117.823	94.195	94.067	94.049	94.175	94.158	94.151	94.137	94.046	94.042	94.067	94.045	94.127	94.143	94.094	94.037	94.013	94.033	94.179	94.189	94.067	94.223	94.309	94.080	93.961	94.027	94.081	94.274	94.080	94.190	94.256	94.108	94.090	2016_7_15_14_00_57
F2LS38VQGRXL____	-9.194	-8.720	-8.970	-9.090	-9.103	-9.203	-9.004	-8.808	-8.899	-9.025	-8.899	-8.964	-9.073	-9.098	-8.816	-8.799	-8.547	-9.031	-8.930	-8.763	-9.116	-9.265	-8.896	-8.656	-8.836	-8.673	-8.900	-8.869	-9.164	-9.518	-9.104	-9.122	118.194	118.427	118.282	118.344	117.762	117.733	117.970	118.346	117.791	117.822	117.925	118.278	117.802	118.378	117.069	117.785	118.291	118.004	118.407	118.013	118.355	118.297	117.328	117.501	118.172	118.439	117.983	117.839	118.305	118.063	117.560	117.945	94.622	94.385	94.511	94.567	94.595	94.644	94.539	94.431	94.495	94.554	94.490	94.509	94.578	94.569	94.481	94.447	94.307	94.551	94.487	94.421	94.579	94.653	94.510	94.388	94.450	94.363	94.489	94.478	94.604	94.783	94.602	94.597	2016_7_15_16_03_48
F2LS39Q6GRXL____	-8.849	-8.691	-8.735	-8.787	-8.967	-8.452	-8.647	-8.579	-8.729	-8.793	-8.599	-8.737	-8.820	-8.742	-8.570	-8.493	-8.584	-8.789	-8.701	-8.597	-8.945	-8.833	-8.588	-8.455	-8.459	-8.591	-8.809	-8.629	-8.799	-8.918	-8.805	-8.822	117.255	118.018	117.886	117.873	117.480	117.429	117.582	117.263	117.407	117.295	117.742	117.536	117.599	117.774	117.200	117.595	117.342	117.952	118.074	117.945	117.479	117.767	116.802	116.779	118.317	117.969	117.646	117.905	117.786	117.887	117.033	117.626	94.151	94.047	94.073	94.099	94.200	93.952	94.042	94.020	94.088	94.123	94.013	94.087	94.125	94.081	94.018	93.967	94.019	94.097	94.050	94.004	94.190	94.125	94.041	93.976	93.925	94.001	94.118	94.021	94.108	94.162	94.138	94.124	2016_7_15_16_04_23
F2LS339XHFM1____	-9.148	-9.003	-9.295	-9.369	-9.360	-9.274	-9.325	-8.893	-8.970	-9.103	-8.946	-9.042	-9.011	-9.440	-8.874	-8.647	-8.759	-8.975	-9.323	-8.841	-9.251	-9.199	-9.268	-8.848	-8.970	-9.225	-9.357	-8.935	-9.373	-9.619	-9.184	-9.193	117.802	117.816	118.065	117.873	117.633	118.018	118.159	117.867	117.741	117.772	118.608	118.068	117.823	117.718	117.477	118.478	117.874	118.024	118.131	117.821	118.534	118.504	117.261	117.842	118.574	118.162	118.307	117.976	117.907	117.756	117.586	118.086	94.590	94.520	94.652	94.694	94.699	94.643	94.663	94.465	94.507	94.570	94.463	94.529	94.523	94.735	94.470	94.324	94.400	94.499	94.663	94.441	94.612	94.589	94.669	94.444	94.476	94.614	94.672	94.481	94.695	94.820	94.616	94.601	2016_7_15_16_04_46
F2LS3957GRXL____	-8.722	-8.725	-8.572	-8.813	-8.617	-8.733	-8.713	-8.552	-8.480	-8.590	-8.406	-8.617	-8.905	-8.645	-8.507	-8.516	-8.480	-8.712	-8.722	-8.492	-8.761	-8.817	-8.796	-8.637	-8.635	-8.550	-8.687	-8.573	-9.090	-9.127	-8.578	-8.571	118.060	117.540	117.948	117.800	118.377	117.970	118.176	117.666	118.021	117.985	118.010	118.415	117.730	117.401	117.862	117.799	117.684	117.039	118.135	117.699	118.433	117.254	117.703	115.706	117.901	117.976	117.987	118.590	117.705	117.684	117.121	118.030	94.220	94.240	94.152	94.273	94.158	94.229	94.212	94.152	94.105	94.159	94.069	94.157	94.321	94.206	94.123	94.130	94.116	94.252	94.217	94.121	94.226	94.295	94.269	94.264	94.184	94.140	94.206	94.130	94.411	94.430	94.184	94.148	2016_7_15_14_01_17
