SN	Distance_X_LOGO_Battery_Left1	Distance_X_LOGO_Battery_Left2	Distance_X_LOGO_Battery_Left3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Left1	Distance_Y_LOGO_Battery_Left2	Distance_Y_LOGO_Battery_Left3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Left1	Angle_Battery_Left2	Angle_Battery_Left3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-8.702	-8.440	-8.687	-8.743	-8.664	-8.850	-8.846	-8.459	-8.678	-8.746	-8.231	-8.687	-8.715	-8.605	-8.500	-8.570	-8.184	-8.763	-8.710	-8.356	-8.846	-9.043	-8.771	-8.473	-8.280	-8.746	-8.815	-8.553	-8.879	-9.000	-8.544	-8.848	118.209	118.032	117.689	117.936	118.311	117.489	117.652	118.153	117.612	117.583	118.091	117.622	117.756	118.119	117.798	117.654	118.503	117.111	118.081	117.507	117.569	117.691	117.395	117.515	118.451	117.515	117.642	118.937	117.845	117.766	117.979	117.564	94.198	94.078	94.209	94.227	94.176	94.295	94.287	94.082	94.208	94.241	93.975	94.211	94.220	94.154	94.115	94.154	93.938	94.267	94.206	94.055	94.291	94.381	94.260	94.111	93.986	94.244	94.273	94.101	94.296	94.358	94.129	94.291	2016_7_15_16_03_34
F2LS3A8AGRXL____	-8.862	-8.637	-8.640	-8.873	-8.735	-8.997	-8.710	-8.553	-8.487	-8.815	-8.605	-8.759	-8.970	-9.019	-8.524	-8.580	-8.679	-8.709	-8.671	-8.447	-9.050	-9.122	-8.862	-8.445	-8.671	-8.940	-8.820	-8.804	-9.019	-9.209	-8.952	-8.914	117.854	118.277	118.007	118.398	118.765	117.600	118.297	117.410	117.662	117.748	118.193	117.860	118.331	117.815	117.398	117.916	117.918	117.434	117.728	117.163	117.807	117.743	117.503	117.316	118.910	117.750	117.903	117.386	118.161	117.865	117.815	117.800	94.515	94.391	94.402	94.501	94.421	94.589	94.426	94.381	94.340	94.496	94.379	94.465	94.549	94.592	94.368	94.376	94.424	94.456	94.427	94.338	94.607	94.645	94.528	94.332	94.385	94.557	94.493	94.504	94.580	94.682	94.560	94.542	2016_7_15_16_03_51
F2LS3BDVGRXL____	-9.106	-8.778	-8.944	-8.874	-9.005	-8.989	-8.682	-8.735	-8.800	-8.805	-8.867	-8.874	-8.843	-8.875	-8.842	-8.830	-8.666	-8.995	-9.102	-8.546	-8.914	-9.236	-8.731	-8.606	-8.888	-8.862	-9.078	-8.980	-8.884	-9.201	-8.821	-8.836	117.023	117.379	117.053	117.573	116.886	116.857	117.209	117.238	117.639	117.403	117.641	117.635	117.587	117.607	116.895	117.153	117.515	117.912	117.028	117.186	117.126	117.059	117.098	116.716	116.476	117.671	117.472	117.007	117.557	117.193	117.087	117.331	94.526	94.354	94.447	94.393	94.483	94.476	94.313	94.338	94.355	94.366	94.387	94.391	94.378	94.392	94.403	94.387	94.294	94.439	94.524	94.248	94.429	94.588	94.341	94.294	94.441	94.384	94.496	94.466	94.399	94.566	94.385	94.384	2016_7_15_16_04_27
F2LS3EKPHFM2____	-8.932	-8.915	-8.970	-9.016	-8.888	-8.928	-8.985	-8.802	-9.016	-9.075	-8.882	-8.943	-8.913	-8.959	-8.766	-8.700	-8.620	-8.751	-8.928	-8.719	-9.182	-9.376	-9.042	-8.637	-8.822	-8.821	-9.025	-8.921	-9.160	-9.206	-9.088	-8.841	117.670	117.745	117.160	117.740	117.776	117.565	117.775	117.876	117.673	117.831	117.673	118.009	118.021	117.707	118.071	117.739	117.350	117.829	117.805	118.032	117.419	117.221	117.183	117.118	117.841	117.644	117.643	117.643	117.578	117.822	117.635	117.837	94.176	94.165	94.213	94.214	94.151	94.178	94.198	94.106	94.217	94.239	94.152	94.169	94.154	94.188	94.081	94.061	94.036	94.082	94.169	94.060	94.307	94.408	94.248	94.053	94.117	94.123	94.222	94.172	94.290	94.303	94.253	94.126	2016_7_15_13_59_53
F2LS3HFBHFM5____	-9.001	-8.691	-8.963	-9.150	-9.080	-9.364	-8.888	-8.661	-8.873	-8.923	-8.987	-9.198	-9.240	-8.800	-8.897	-8.770	-8.573	-8.853	-9.051	-8.940	-9.247	-9.375	-9.045	-8.689	-8.819	-8.599	-9.288	-9.040	-9.277	-9.200	-9.146	-9.177	117.534	117.943	117.817	117.493	117.825	117.465	117.570	117.473	117.870	118.690	118.195	117.479	117.290	117.959	117.792	117.726	117.395	116.835	117.860	118.138	117.557	117.443	117.264	117.388	117.960	117.631	117.557	117.898	117.408	117.879	117.522	117.495	94.316	94.151	94.287	94.390	94.344	94.495	94.260	94.154	94.242	94.236	94.285	94.414	94.441	94.203	94.256	94.197	94.114	94.270	94.328	94.265	94.434	94.501	94.348	94.170	94.213	94.118	94.454	94.322	94.454	94.400	94.387	94.403	2016_7_15_16_03_38
F2LS3HFRHFM5____	-8.597	-8.440	-8.744	-8.615	-8.744	-8.520	-8.898	-8.548	-8.551	-8.520	-8.272	-8.803	-8.586	-8.687	-8.487	-8.377	-8.277	-8.732	-8.917	-8.405	-8.721	-8.988	-8.609	-8.485	-8.427	-8.661	-8.626	-8.507	-8.827	-8.876	-8.745	-8.716	118.488	118.775	118.562	118.489	118.449	118.863	118.519	118.228	118.227	118.400	118.701	118.491	118.504	118.464	119.031	118.365	118.311	119.254	118.208	118.648	118.122	118.242	117.893	117.810	118.932	118.795	118.201	118.666	118.337	118.378	118.582	118.122	94.217	94.132	94.285	94.226	94.289	94.167	94.361	94.202	94.204	94.183	94.054	94.316	94.211	94.261	94.145	94.115	94.069	94.255	94.381	94.120	94.290	94.414	94.244	94.187	94.120	94.237	94.241	94.168	94.333	94.356	94.285	94.287	2016_7_15_16_03_54
F2LS3HQHHFM5____	-9.112	-9.112	-8.820	-9.196	-8.886	-8.927	-8.976	-8.997	-9.048	-8.944	-8.883	-8.996	-9.161	-9.274	-8.707	-8.947	-8.729	-9.070	-9.103	-8.715	-9.039	-9.116	-8.726	-8.544	-8.684	-8.645	-9.219	-9.078	-9.380	-9.444	-9.003	-9.091	117.168	116.792	117.606	117.050	117.286	117.345	117.355	117.380	117.388	117.152	117.118	117.850	117.111	116.772	117.108	117.238	117.657	117.384	117.577	116.840	117.474	117.546	117.377	117.301	117.560	117.575	116.750	117.540	117.007	117.001	117.688	117.406	94.321	94.336	94.164	94.367	94.207	94.225	94.248	94.258	94.282	94.240	94.212	94.240	94.347	94.416	94.127	94.238	94.118	94.293	94.302	94.140	94.275	94.309	94.126	94.041	94.099	94.080	94.390	94.291	94.458	94.489	94.249	94.302	2016_7_15_16_04_31
F2LS3HZVHFM5____	-9.084	-8.937	-8.917	-9.163	-9.103	-9.209	-8.997	-9.033	-8.828	-9.027	-9.151	-9.096	-9.191	-9.166	-8.716	-8.787	-8.941	-9.228	-9.213	-8.635	-9.140	-9.335	-8.682	-8.634	-8.527	-8.906	-9.296	-9.123	-9.234	-9.280	-9.088	-9.133	117.947	117.961	118.035	118.087	117.654	117.824	118.244	117.871	118.074	117.914	117.688	118.066	118.021	118.056	118.203	118.001	118.075	117.755	117.818	117.774	117.778	117.720	118.071	117.853	117.928	117.791	117.836	118.037	117.745	118.161	118.438	117.907	94.463	94.391	94.379	94.495	94.483	94.528	94.410	94.441	94.335	94.436	94.505	94.464	94.511	94.498	94.276	94.317	94.389	94.539	94.530	94.252	94.496	94.593	94.264	94.249	94.194	94.383	94.569	94.478	94.543	94.549	94.447	94.488	2016_7_15_14_00_13
F2LS3JESHFM5____	-8.585	-8.822	-8.717	-8.671	-8.857	-8.793	-8.842	-8.398	-8.383	-8.464	-8.672	-8.746	-8.507	-8.933	-8.295	-8.402	-8.401	-8.623	-8.778	-8.668	-8.970	-8.911	-8.648	-8.405	-8.428	-8.603	-8.873	-8.436	-8.931	-8.723	-8.614	-8.773	117.935	118.654	118.094	117.801	117.885	117.246	117.582	117.596	118.563	117.634	117.739	117.665	117.881	117.702	117.732	117.324	117.559	117.378	117.863	117.740	117.440	117.694	117.387	117.377	117.851	117.767	117.973	118.051	118.045	118.099	117.579	117.497	94.118	94.206	94.176	94.164	94.251	94.243	94.254	94.039	93.998	94.070	94.167	94.205	94.082	94.295	93.984	94.050	94.042	94.156	94.214	94.165	94.322	94.284	94.168	94.050	94.045	94.132	94.255	94.042	94.281	94.179	94.144	94.224	2016_7_15_16_07_50
F2LS3KLTHFM5____	-8.920	-8.839	-9.009	-9.221	-9.129	-8.990	-9.183	-8.731	-8.847	-8.929	-9.012	-8.948	-8.898	-9.280	-8.776	-8.766	-8.525	-9.276	-8.920	-8.663	-8.760	-9.262	-8.881	-8.750	-8.775	-8.661	-8.881	-8.761	-9.019	-9.127	-9.087	-9.046	117.952	117.692	118.369	117.770	118.248	117.912	117.734	117.568	117.962	118.194	117.950	118.027	118.441	117.789	117.495	118.222	117.768	117.685	118.030	117.978	118.245	117.657	117.365	117.478	117.342	117.917	117.791	118.062	118.191	118.453	117.725	117.777	94.153	94.123	94.180	94.305	94.243	94.188	94.288	94.075	94.117	94.148	94.197	94.163	94.124	94.333	94.099	94.068	93.968	94.335	94.150	94.027	94.065	94.329	94.155	94.087	94.105	94.029	94.140	94.072	94.191	94.234	94.242	94.220	2016_7_15_16_03_58
