SN	Distance_X_LOGO_MainBoard_LU1	Distance_X_LOGO_MainBoard_LU2	Distance_X_LOGO_MainBoard_LU3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_LU1	Distance_Y_LOGO_MainBoard_LU2	Distance_Y_LOGO_MainBoard_LU3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_LU1	Angle_MainBoard_LU2	Angle_MainBoard_LU3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	-30.653	-30.596	-30.594	-30.363	-30.587	-30.591	-30.665	-30.559	-30.665	-30.629	-30.592	-30.592	-30.487	-30.656	-30.768	-30.736	-30.589	-30.628	-30.698	-30.701	-30.338	-30.628	-30.701	-30.625	-30.539	-30.593	-30.614	-30.337	-30.582	-30.625	-30.700	-30.733	131.352	131.537	131.396	131.373	131.395	131.327	131.601	131.605	131.361	131.397	131.468	131.608	131.499	131.431	131.570	131.395	131.467	131.531	131.604	131.536	131.558	131.536	131.501	131.431	131.476	131.537	131.627	131.558	131.655	131.536	131.430	131.568	103.227	103.185	103.198	103.105	103.195	103.203	103.208	103.163	103.231	103.213	103.190	103.177	103.144	103.220	103.253	103.257	103.189	103.199	103.221	103.229	103.077	103.199	103.232	103.208	103.168	103.184	103.184	103.076	103.168	103.197	103.238	103.239	2016_7_15_14_48_17
F2LS38TUGRXL____	-30.390	-30.327	-30.330	-30.117	-30.326	-30.324	-30.392	-30.295	-30.430	-30.362	-30.326	-30.324	-30.225	-30.429	-30.498	-30.466	-30.325	-30.356	-30.462	-30.433	-30.100	-30.360	-30.433	-30.359	-30.304	-30.324	-30.346	-30.072	-30.344	-30.361	-30.460	-30.498	131.353	131.543	131.401	131.379	131.403	131.334	131.578	131.609	131.367	131.435	131.505	131.612	131.504	131.434	131.575	131.401	131.502	131.507	131.612	131.542	131.561	131.542	131.507	131.438	131.452	131.543	131.635	131.562	131.634	131.538	131.436	131.576	102.972	102.928	102.943	102.857	102.941	102.947	102.952	102.909	102.988	102.953	102.932	102.920	102.890	102.981	102.996	102.999	102.931	102.944	102.977	102.972	102.833	102.942	102.975	102.951	102.927	102.927	102.927	102.821	102.927	102.943	102.994	102.996	2016_7_15_14_48_20
F2LS35BZHFM1____	-30.372	-30.281	-30.279	-30.080	-30.308	-30.281	-30.382	-30.278	-30.383	-30.345	-30.281	-30.310	-30.204	-30.382	-30.485	-30.451	-30.311	-30.345	-30.418	-30.417	-30.060	-30.347	-30.419	-30.348	-30.258	-30.310	-30.301	-30.025	-30.301	-30.312	-30.415	-30.419	131.312	131.529	131.388	131.338	131.387	131.319	131.564	131.598	131.352	131.389	131.460	131.599	131.491	131.424	131.563	131.388	131.458	131.492	131.597	131.527	131.521	131.529	131.492	131.424	131.444	131.530	131.620	131.552	131.620	131.527	131.422	131.562	102.990	102.932	102.944	102.867	102.956	102.952	102.970	102.924	102.991	102.972	102.938	102.937	102.904	102.983	103.013	103.015	102.951	102.962	102.982	102.988	102.841	102.959	102.992	102.969	102.930	102.944	102.931	102.824	102.931	102.945	102.997	102.986	2016_7_15_14_48_23
F2LS3JESHFM5____	-31.121	-31.028	-31.058	-30.830	-31.060	-31.060	-31.130	-30.994	-31.135	-31.093	-31.059	-31.063	-30.956	-31.095	-31.197	-31.199	-31.027	-31.094	-31.164	-31.163	-30.799	-31.062	-31.134	-31.097	-31.005	-31.028	-31.051	-30.770	-31.048	-31.060	-31.167	-31.201	131.088	131.309	131.170	131.115	131.170	131.063	131.346	131.382	131.097	131.171	131.205	131.381	131.274	131.204	131.347	131.172	131.239	131.276	131.381	131.308	131.292	131.311	131.277	131.170	131.222	131.312	131.408	131.293	131.442	131.313	131.170	131.307	103.436	103.375	103.402	103.312	103.402	103.413	103.414	103.354	103.441	103.416	103.399	103.383	103.349	103.414	103.442	103.460	103.382	103.406	103.425	103.432	103.283	103.389	103.423	103.418	103.375	103.375	103.375	103.270	103.371	103.388	103.447	103.447	2016_7_15_14_48_26
F2LS39Q6GRXL____	-30.260	-30.199	-30.197	-29.996	-30.192	-30.195	-30.264	-30.164	-30.269	-30.231	-30.196	-30.196	-30.093	-30.263	-30.370	-30.338	-30.194	-30.229	-30.333	-30.303	-29.976	-30.231	-30.305	-30.231	-30.147	-30.196	-30.221	-29.943	-30.217	-30.229	-30.301	-30.338	131.422	131.607	131.466	131.416	131.468	131.397	131.640	131.676	131.430	131.467	131.538	131.676	131.569	131.502	131.640	131.465	131.538	131.571	131.674	131.606	131.629	131.607	131.570	131.501	131.520	131.607	131.697	131.602	131.729	131.605	131.500	131.639	102.805	102.762	102.774	102.696	102.772	102.780	102.785	102.741	102.808	102.788	102.767	102.754	102.722	102.798	102.829	102.833	102.766	102.777	102.811	102.805	102.667	102.775	102.809	102.785	102.748	102.761	102.762	102.656	102.758	102.774	102.814	102.816	2016_7_15_14_48_29
F2LS3EKPHFM2____	-30.952	-30.923	-30.918	-30.689	-30.916	-30.919	-30.990	-30.889	-30.991	-30.954	-30.890	-30.924	-30.817	-30.987	-31.093	-31.064	-30.923	-30.954	-31.027	-31.026	-30.666	-30.955	-31.030	-30.954	-30.863	-30.922	-30.909	-30.638	-30.913	-30.955	-31.026	-31.062	131.179	131.391	131.220	131.201	131.219	131.150	131.395	131.464	131.185	131.220	131.323	131.463	131.359	131.255	131.429	131.220	131.290	131.358	131.429	131.391	131.381	131.391	131.325	131.256	131.309	131.393	131.455	131.383	131.486	131.362	131.256	131.394	103.057	103.025	103.039	102.946	103.038	103.047	103.052	103.003	103.073	103.054	103.018	103.018	102.984	103.064	103.091	103.100	103.035	103.041	103.064	103.067	102.919	103.038	103.075	103.051	103.008	103.024	103.013	102.908	103.011	103.041	103.080	103.082	2016_7_15_14_48_32
F2LS3TKDHFM5____	-31.165	-31.100	-31.101	-30.866	-31.099	-31.134	-31.172	-31.069	-31.172	-31.138	-31.098	-31.099	-30.996	-31.165	-31.278	-31.244	-31.096	-31.135	-31.206	-31.210	-30.875	-31.136	-31.208	-31.136	-31.049	-31.096	-31.120	-30.846	-31.084	-31.135	-31.204	-31.275	131.284	131.511	131.370	131.315	131.367	131.264	131.545	131.578	131.336	131.370	131.442	131.581	131.472	131.368	131.542	131.370	131.439	131.475	131.578	131.509	131.497	131.478	131.441	131.407	131.421	131.510	131.605	131.498	131.641	131.474	131.402	131.507	103.371	103.322	103.336	103.244	103.336	103.360	103.348	103.302	103.369	103.351	103.328	103.314	103.283	103.362	103.392	103.395	103.327	103.340	103.359	103.367	103.230	103.340	103.373	103.347	103.309	103.320	103.321	103.218	103.303	103.340	103.375	103.394	2016_7_15_14_48_35
F2LS3HZVHFM5____	-30.596	-30.534	-30.530	-30.334	-30.532	-30.532	-30.600	-30.500	-30.602	-30.567	-30.531	-30.533	-30.428	-30.600	-30.705	-30.673	-30.530	-30.566	-30.673	-30.638	-30.313	-30.567	-30.638	-30.566	-30.481	-30.534	-30.553	-30.280	-30.552	-30.568	-30.636	-30.672	131.302	131.512	131.371	131.325	131.371	131.304	131.548	131.582	131.307	131.374	131.444	131.583	131.477	131.408	131.519	131.344	131.442	131.478	131.553	131.511	131.506	131.513	131.477	131.408	131.428	131.513	131.573	131.509	131.605	131.512	131.407	131.544	103.120	103.074	103.086	103.009	103.087	103.093	103.098	103.054	103.122	103.101	103.080	103.067	103.034	103.111	103.144	103.148	103.079	103.091	103.128	103.117	102.983	103.088	103.120	103.097	103.060	103.074	103.076	102.969	103.073	103.088	103.126	103.128	2016_7_15_14_48_39
F2LS3HFBHFM5____	-30.788	-30.730	-30.726	-30.523	-30.726	-30.761	-30.799	-30.696	-30.800	-30.760	-30.726	-30.732	-30.624	-30.798	-30.899	-30.871	-30.727	-30.761	-30.833	-30.835	-30.502	-30.762	-30.836	-30.761	-30.667	-30.732	-30.751	-30.472	-30.748	-30.760	-30.832	-30.865	131.295	131.512	131.372	131.322	131.371	131.270	131.548	131.549	131.303	131.372	131.441	131.582	131.475	131.404	131.547	131.341	131.441	131.477	131.581	131.479	131.502	131.510	131.477	131.405	131.427	131.512	131.573	131.502	131.604	131.511	131.406	131.545	103.339	103.294	103.306	103.227	103.306	103.331	103.319	103.277	103.344	103.320	103.300	103.288	103.254	103.333	103.361	103.369	103.300	103.310	103.330	103.341	103.201	103.308	103.342	103.317	103.277	103.295	103.297	103.189	103.293	103.307	103.347	103.347	2016_7_15_14_48_42
F2LS38VQGRXL____	-30.449	-30.384	-30.383	-30.183	-30.385	-30.385	-30.455	-30.353	-30.458	-30.419	-30.384	-30.384	-30.277	-30.455	-30.557	-30.526	-30.383	-30.418	-30.489	-30.491	-30.163	-30.421	-30.492	-30.420	-30.364	-30.385	-30.408	-30.131	-30.407	-30.419	-30.489	-30.526	131.376	131.588	131.447	131.399	131.448	131.378	131.623	131.657	131.414	131.449	131.519	131.658	131.552	131.484	131.624	131.448	131.518	131.553	131.658	131.589	131.583	131.587	131.555	131.484	131.503	131.589	131.679	131.583	131.680	131.587	131.483	131.622	103.029	102.981	102.994	102.916	102.995	103.002	103.007	102.962	103.029	103.009	102.988	102.975	102.941	103.021	103.049	103.053	102.988	102.999	103.018	103.026	102.890	102.997	103.029	103.006	102.981	102.982	102.983	102.877	102.982	102.996	103.035	103.037	2016_7_15_14_48_46
