SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	-11.510	-11.980	-11.461	-11.253	-11.435	-11.328	-11.340	-11.496	-11.431	-11.499	-11.822	-11.477	-11.683	-11.273	-11.796	-11.434	-11.571	-11.478	-11.444	-11.270	-11.405	-11.479	-11.503	-11.501	-11.476	-11.771	-11.467	-11.222	-11.471	-11.435	-11.552	-11.707	-118.025	-117.332	-117.318	-118.510	-118.186	-117.864	-118.510	-118.311	-118.386	-119.013	-117.860	-118.101	-116.771	-119.066	-118.620	-118.276	-118.551	-118.176	-118.142	-117.495	-117.928	-117.848	-118.262	-118.343	-118.097	-118.615	-118.787	-118.504	-118.224	-118.142	-118.331	-117.701	264.093	263.833	264.083	264.239	264.137	264.173	264.197	264.113	264.148	264.144	263.935	264.112	263.949	264.254	263.984	264.141	264.088	264.115	264.130	264.184	264.139	264.100	264.108	264.112	264.113	263.996	264.149	264.254	264.121	264.134	264.087	263.983	2016_7_15_15_05_35
F2LS38TUGRXL____	-11.712	-11.988	-11.865	-11.889	-11.876	-11.948	-11.643	-11.916	-12.199	-11.915	-12.347	-11.755	-11.751	-11.635	-11.962	-12.079	-12.127	-11.974	-11.791	-11.702	-11.945	-11.882	-11.789	-11.786	-12.150	-11.944	-12.033	-11.374	-11.833	-11.924	-11.506	-11.900	-118.015	-117.447	-117.318	-117.380	-117.189	-117.972	-117.645	-118.363	-117.328	-118.333	-117.833	-118.032	-118.002	-118.648	-117.642	-117.285	-117.890	-117.333	-118.062	-118.575	-118.375	-118.425	-117.665	-118.005	-117.819	-117.368	-117.601	-118.174	-117.234	-117.803	-118.269	-118.657	264.670	264.509	264.562	264.554	264.551	264.554	264.685	264.588	264.401	264.587	264.355	264.650	264.650	264.736	264.531	264.457	264.464	264.510	264.634	264.701	264.575	264.608	264.616	264.633	264.449	264.526	264.495	264.839	264.573	264.557	264.780	264.610	2016_7_15_15_05_39
F2LS35BZHFM1____	-11.718	-11.643	-11.512	-11.454	-11.431	-11.413	-11.292	-11.648	-11.384	-11.519	-11.682	-11.813	-11.679	-11.358	-11.543	-11.789	-11.715	-11.614	-11.712	-11.571	-11.677	-11.744	-11.774	-11.438	-11.751	-11.723	-11.616	-11.581	-11.691	-11.705	-11.438	-11.645	-117.086	-117.435	-117.627	-118.227	-118.040	-116.009	-117.762	-117.105	-117.378	-117.988	-117.832	-117.692	-117.588	-118.229	-118.001	-117.137	-118.063	-117.891	-118.040	-118.365	-117.386	-118.140	-118.030	-117.924	-118.255	-117.222	-117.835	-117.100	-117.083	-118.243	-117.923	-117.416	264.622	264.675	264.747	264.804	264.806	264.718	264.860	264.657	264.797	264.761	264.675	264.605	264.665	264.850	264.750	264.590	264.671	264.711	264.671	264.754	264.656	264.660	264.641	264.797	264.662	264.626	264.707	264.689	264.635	264.684	264.797	264.673	2016_7_15_15_05_42
F2LS3JESHFM5____	-11.297	-11.633	-11.499	-11.320	-11.357	-11.323	-11.277	-11.498	-11.568	-11.305	-11.375	-11.477	-11.473	-11.225	-11.335	-11.439	-11.366	-11.547	-11.565	-11.283	-11.607	-11.331	-11.358	-11.232	-11.596	-11.566	-11.471	-11.225	-11.397	-11.293	-11.286	-11.701	-117.404	-117.307	-117.543	-117.945	-117.764	-117.886	-117.885	-117.886	-117.841	-117.541	-117.355	-117.011	-117.115	-117.568	-117.480	-117.396	-117.802	-117.101	-118.104	-118.018	-117.247	-117.813	-117.765	-117.845	-117.922	-117.872	-117.896	-117.750	-117.852	-118.048	-118.182	-117.400	264.166	264.000	264.076	264.180	264.155	264.177	264.199	264.092	264.057	264.169	264.127	264.061	264.068	264.209	264.152	264.098	264.152	264.031	264.070	264.202	264.009	264.170	264.154	264.219	264.047	264.059	264.106	264.218	264.139	264.198	264.208	263.971	2016_7_15_15_05_45
F2LS39Q6GRXL____	-11.983	-11.978	-11.508	-11.613	-11.768	-11.609	-11.763	-11.847	-11.584	-11.980	-11.743	-11.954	-12.006	-11.586	-12.015	-11.775	-11.909	-11.954	-11.410	-11.773	-11.752	-11.938	-11.839	-11.842	-11.938	-12.008	-11.895	-11.645	-11.493	-11.976	-11.574	-11.970	-118.000	-117.968	-117.911	-118.028	-118.318	-117.601	-117.899	-118.034	-118.185	-118.802	-118.576	-117.960	-118.514	-117.518	-117.701	-118.205	-118.745	-118.039	-118.125	-118.310	-117.870	-118.612	-118.317	-117.998	-118.461	-115.680	-117.528	-118.161	-116.732	-117.987	-117.484	-117.811	263.865	263.865	264.089	264.044	263.983	264.025	263.965	263.931	264.065	263.905	264.007	263.876	263.878	264.033	263.834	263.974	263.936	263.880	264.146	263.980	263.969	263.916	263.949	263.932	263.909	263.737	263.884	264.034	264.040	263.867	264.037	263.861	2016_7_15_15_05_47
F2LS3EKPHFM2____	-11.787	-11.550	-11.365	-11.417	-11.289	-11.323	-11.561	-11.658	-11.706	-11.568	-11.749	-11.761	-11.793	-11.281	-11.605	-11.787	-11.635	-11.741	-11.633	-11.290	-11.393	-11.726	-11.290	-11.340	-11.339	-11.762	-11.359	-11.516	-11.327	-11.356	-11.288	-11.619	-117.410	-117.425	-118.095	-117.232	-118.178	-118.098	-117.255	-117.250	-118.372	-118.250	-117.765	-116.953	-118.373	-118.304	-118.276	-116.940	-118.403	-118.157	-118.377	-118.095	-118.304	-118.341	-118.240	-118.475	-118.204	-118.330	-116.566	-116.687	-118.605	-118.450	-118.399	-118.049	264.604	264.719	264.840	264.775	264.880	264.861	264.706	264.659	264.690	264.750	264.640	264.595	264.648	264.890	264.733	264.581	264.725	264.662	264.724	264.876	264.836	264.678	264.883	264.870	264.857	264.661	264.771	264.701	264.882	264.861	264.891	264.716	2016_7_15_15_05_50
F2LS3TKDHFM5____	-11.445	-11.144	-11.484	-11.113	-11.130	-10.955	-11.327	-11.289	-11.309	-11.426	-11.385	-11.266	-11.383	-11.166	-11.385	-11.437	-11.295	-11.488	-11.200	-11.155	-11.463	-11.390	-11.441	-11.220	-11.196	-11.295	-11.193	-10.931	-11.385	-11.130	-11.011	-11.366	-116.672	-117.577	-117.489	-117.955	-117.915	-117.845	-117.623	-117.957	-117.253	-117.866	-118.368	-117.692	-118.519	-117.256	-118.007	-117.659	-117.942	-116.767	-117.425	-117.703	-117.649	-117.951	-116.560	-117.915	-118.005	-117.876	-117.910	-118.547	-118.333	-118.405	-117.669	-117.410	264.735	264.923	264.754	264.955	264.945	265.026	264.836	264.870	264.828	264.800	264.843	264.869	264.851	264.897	264.826	264.785	264.867	264.718	264.889	264.923	264.772	264.822	264.731	264.901	264.917	264.864	264.914	265.069	264.841	264.967	264.991	264.808	2016_7_15_15_05_53
F2LS3HZVHFM5____	-11.706	-11.910	-11.573	-11.468	-11.622	-11.602	-11.697	-11.577	-11.777	-11.644	-11.679	-11.666	-11.676	-11.512	-11.542	-11.705	-11.640	-11.757	-11.700	-11.629	-11.736	-11.548	-11.439	-11.709	-11.551	-11.839	-11.805	-11.434	-11.542	-11.506	-11.427	-11.621	-117.045	-116.814	-117.200	-117.141	-117.949	-117.337	-117.075	-117.006	-117.485	-117.183	-117.220	-117.998	-117.037	-116.423	-117.258	-117.443	-117.655	-116.618	-117.968	-117.807	-117.553	-117.330	-117.215	-117.624	-117.318	-117.719	-117.817	-117.603	-117.445	-117.698	-117.572	-117.707	264.626	264.516	264.698	264.746	264.710	264.690	264.632	264.686	264.613	264.662	264.647	264.691	264.640	264.690	264.715	264.645	264.687	264.580	264.673	264.699	264.636	264.716	264.763	264.652	264.714	264.594	264.615	264.784	264.724	264.753	264.786	264.699	2016_7_15_15_05_56
F2LS3HFBHFM5____	-11.703	-11.480	-11.433	-11.389	-11.686	-11.469	-11.418	-11.639	-11.770	-11.441	-11.669	-11.671	-11.669	-11.207	-11.598	-11.501	-11.646	-11.623	-11.505	-11.681	-11.661	-11.803	-11.298	-11.571	-11.471	-11.770	-11.602	-11.358	-11.542	-11.574	-11.357	-11.415	-117.179	-117.425	-117.534	-117.606	-117.819	-117.078	-117.609	-117.345	-117.352	-117.378	-117.812	-117.537	-117.962	-118.294	-117.520	-116.906	-117.191	-116.611	-117.762	-117.804	-117.888	-117.331	-117.215	-117.367	-117.714	-117.319	-117.877	-117.594	-117.450	-117.298	-117.640	-117.774	264.633	264.753	264.781	264.806	264.673	264.742	264.792	264.672	264.610	264.770	264.680	264.667	264.688	264.925	264.701	264.719	264.662	264.645	264.757	264.674	264.688	264.593	264.831	264.706	264.771	264.608	264.716	264.820	264.724	264.702	264.823	264.801	2016_7_15_15_05_59
F2LS38VQGRXL____	-11.370	-11.635	-11.575	-11.180	-11.290	-11.467	-11.492	-11.572	-11.511	-11.634	-11.681	-11.734	-11.666	-11.375	-11.598	-11.578	-11.502	-11.613	-11.578	-11.491	-11.732	-11.666	-11.882	-11.431	-11.547	-11.631	-11.742	-11.299	-11.539	-11.434	-11.362	-11.769	-117.470	-117.178	-117.372	-118.365	-118.708	-117.428	-117.503	-117.689	-117.571	-118.253	-117.447	-118.071	-117.848	-117.253	-118.006	-117.397	-117.802	-117.504	-117.787	-118.155	-117.961	-118.073	-118.035	-118.371	-117.684	-118.063	-117.960	-117.819	-117.860	-117.783	-117.653	-117.659	264.135	263.993	264.031	264.267	264.230	264.086	264.077	264.047	264.071	264.044	263.983	263.988	264.009	264.122	264.050	264.030	264.086	264.019	264.049	264.108	263.983	264.020	263.915	264.147	264.059	264.037	263.978	264.185	264.072	264.118	264.147	263.951	2016_7_15_15_06_03
