SN	Distance_X_LOGO_Battery_Down1	Distance_X_LOGO_Battery_Down2	Distance_X_LOGO_Battery_Down3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Battery_Down1	Distance_Y_LOGO_Battery_Down2	Distance_Y_LOGO_Battery_Down3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Battery_Down1	Angle_Battery_Down2	Angle_Battery_Down3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3KLTHFM5____	-11.845	-11.844	-11.374	-11.408	-11.367	-11.327	-11.292	-11.650	-11.779	-11.767	-11.751	-11.813	-11.824	-11.304	-11.736	-11.645	-11.650	-11.946	-11.650	-11.434	-11.795	-11.743	-11.762	-11.366	-11.806	-11.778	-11.476	-11.434	-11.745	-11.767	-11.300	-11.626	-117.565	-116.756	-117.090	-116.951	-117.425	-117.342	-117.410	-117.280	-117.689	-118.311	-117.485	-117.599	-116.214	-115.844	-117.458	-116.774	-117.266	-116.691	-117.300	-117.207	-118.213	-117.599	-117.817	-117.961	-117.785	-117.720	-117.556	-118.002	-117.653	-117.563	-117.451	-117.502	264.584	264.545	264.789	264.766	264.808	264.823	264.844	264.664	264.621	264.657	264.625	264.601	264.528	264.764	264.631	264.642	264.663	264.492	264.665	264.765	264.639	264.635	264.636	264.833	264.613	264.624	264.762	264.802	264.636	264.621	264.842	264.686	2016_7_15_15_06_06
F2LS3MG9HFM5____	-11.712	-11.708	-11.707	-12.048	-11.720	-11.610	-11.710	-11.659	-11.783	-11.715	-12.085	-12.017	-11.678	-11.654	-11.880	-11.786	-11.782	-11.683	-11.650	-11.711	-11.666	-11.951	-11.641	-11.845	-11.687	-11.780	-11.941	-11.713	-11.743	-11.651	-11.647	-12.043	-117.198	-116.891	-117.538	-117.471	-116.964	-117.151	-117.344	-116.625	-117.425	-116.938	-117.607	-117.785	-117.240	-116.486	-117.590	-117.058	-117.460	-117.416	-117.569	-116.965	-117.954	-117.723	-117.749	-117.382	-116.936	-117.522	-117.746	-117.803	-117.907	-116.845	-117.192	-117.380	264.630	264.617	264.649	264.481	264.615	264.677	264.638	264.628	264.607	264.616	264.470	264.512	264.649	264.624	264.568	264.588	264.609	264.655	264.678	264.619	264.689	264.541	264.691	264.575	264.630	264.613	264.546	264.659	264.650	264.642	264.661	264.479	2016_7_15_15_06_09
F2LS339XHFM1____	-11.504	-11.410	-11.386	-11.264	-11.290	-11.393	-11.361	-11.640	-11.578	-11.629	-11.459	-11.656	-11.468	-11.357	-11.403	-11.363	-11.521	-11.562	-11.575	-11.285	-11.522	-11.679	-11.296	-11.303	-11.535	-11.522	-11.561	-11.365	-11.460	-11.292	-11.221	-11.410	-117.047	-117.075	-116.555	-116.890	-117.468	-117.136	-117.014	-116.478	-117.024	-117.636	-117.936	-117.718	-117.415	-117.401	-117.315	-117.636	-117.188	-115.997	-117.356	-117.728	-118.150	-116.337	-117.402	-117.042	-117.373	-117.053	-116.072	-117.398	-117.897	-117.685	-117.441	-116.900	264.050	264.097	264.084	264.159	264.173	264.108	264.117	263.956	264.013	264.017	264.113	264.008	264.084	264.138	264.111	264.145	264.048	263.971	264.030	264.188	264.093	263.930	264.167	264.147	264.050	264.041	263.975	264.134	264.111	264.182	264.205	264.088	2016_7_15_15_06_13
F2LS3A7AHFM2____	-11.689	-11.410	-11.234	-11.244	-11.352	-11.251	-11.204	-11.431	-11.425	-11.622	-11.602	-11.599	-11.465	-11.271	-11.393	-11.484	-11.229	-11.468	-11.432	-11.289	-11.451	-11.327	-11.433	-11.415	-11.202	-11.490	-11.600	-11.221	-11.199	-11.344	-11.207	-11.348	-117.705	-117.635	-117.168	-117.942	-117.699	-117.818	-117.818	-117.424	-117.631	-118.043	-117.371	-117.482	-117.711	-118.367	-117.676	-117.913	-117.800	-117.560	-117.711	-117.685	-118.152	-117.943	-116.838	-117.961	-117.806	-117.927	-117.186	-117.879	-117.671	-118.574	-117.847	-117.787	264.666	264.797	264.860	264.891	264.828	264.882	264.905	264.777	264.790	264.714	264.692	264.699	264.774	264.898	264.807	264.774	264.892	264.765	264.790	264.858	264.801	264.851	264.748	264.810	264.905	264.772	264.684	264.899	264.900	264.872	264.904	264.834	2016_7_15_15_06_16
F2LS30UNGRX8____	-11.550	-11.410	-11.500	-11.539	-11.480	-11.394	-11.352	-11.154	-11.648	-11.520	-11.544	-11.556	-11.545	-11.091	-11.475	-11.519	-11.521	-11.541	-11.507	-11.514	-11.540	-11.480	-11.811	-11.160	-11.484	-11.647	-11.481	-11.310	-11.404	-11.433	-11.435	-11.468	-117.040	-117.145	-117.631	-115.992	-118.335	-118.161	-117.620	-117.818	-117.370	-117.219	-117.827	-117.223	-117.394	-115.933	-117.414	-117.134	-117.205	-117.950	-118.170	-116.838	-117.770	-117.422	-118.360	-117.984	-117.742	-117.466	-117.715	-116.887	-117.210	-118.037	-117.653	-118.806	264.701	264.774	264.753	264.656	264.796	264.829	264.824	264.929	264.670	264.724	264.742	264.707	264.720	264.872	264.755	264.721	264.723	264.748	264.775	264.709	264.741	264.753	264.638	264.933	264.766	264.674	264.766	264.810	264.780	264.804	264.786	264.823	2016_7_15_15_06_19
F2LS3SMLHFM5____	-11.575	-11.911	-11.788	-11.339	-11.703	-11.539	-11.423	-11.972	-11.772	-11.836	-11.677	-11.994	-11.681	-11.510	-11.740	-11.775	-11.640	-11.614	-11.780	-11.429	-11.678	-11.740	-11.643	-11.769	-11.744	-11.716	-11.547	-11.433	-11.741	-11.835	-11.560	-11.764	-117.124	-117.019	-116.556	-117.148	-117.553	-117.282	-117.612	-117.545	-117.962	-117.509	-117.289	-118.050	-117.169	-116.343	-117.661	-117.383	-117.725	-117.355	-117.493	-118.013	-117.163	-118.067	-117.297	-117.700	-117.591	-117.460	-117.295	-117.800	-117.919	-117.763	-117.644	-117.445	264.019	263.851	263.888	264.134	263.978	264.044	264.116	263.847	263.964	263.911	263.977	263.862	263.970	264.013	263.965	263.935	264.016	264.011	263.937	264.131	263.971	263.984	263.994	263.953	263.960	263.967	264.041	264.119	263.977	263.924	264.051	263.943	2016_7_15_15_06_22
F2LS3BDVGRXL____	-12.104	-11.923	-11.849	-11.662	-11.432	-11.762	-11.413	-11.916	-11.912	-11.862	-11.751	-12.087	-12.024	-11.517	-11.534	-11.777	-12.022	-11.893	-11.709	-11.429	-11.736	-11.543	-11.704	-11.439	-11.743	-11.667	-11.479	-11.431	-11.544	-11.586	-11.571	-11.563	-117.391	-117.438	-117.169	-117.880	-118.109	-116.563	-118.292	-117.176	-117.832	-116.612	-117.431	-116.459	-116.426	-117.164	-117.998	-117.786	-118.386	-117.312	-118.244	-118.158	-117.227	-117.816	-117.961	-117.918	-117.926	-117.081	-118.106	-118.286	-117.272	-117.331	-118.116	-117.790	264.450	264.540	264.562	264.687	264.809	264.575	264.826	264.531	264.564	264.529	264.623	264.412	264.441	264.723	264.754	264.627	264.539	264.548	264.682	264.812	264.620	264.742	264.671	264.796	264.650	264.646	264.786	264.817	264.715	264.698	264.742	264.730	2016_7_15_15_06_25
F2LS3HFRHFM5____	-11.786	-11.776	-11.731	-11.537	-11.633	-11.607	-11.788	-11.857	-11.789	-11.645	-12.071	-12.019	-11.683	-11.584	-12.012	-11.782	-11.852	-11.755	-11.784	-11.646	-11.816	-11.959	-11.922	-11.718	-11.751	-11.717	-11.824	-11.438	-11.757	-11.712	-11.436	-11.854	-117.190	-117.225	-116.695	-117.743	-118.233	-117.280	-116.628	-117.157	-117.630	-117.990	-117.743	-117.602	-117.576	-116.906	-117.665	-117.591	-117.858	-117.227	-117.769	-117.554	-117.498	-117.140	-116.976	-117.640	-117.793	-117.667	-117.563	-117.543	-117.593	-117.773	-117.521	-117.259	263.920	263.926	263.922	264.067	264.043	264.011	263.891	263.884	263.940	264.027	263.809	263.828	263.989	264.004	263.834	263.941	263.921	263.937	263.949	264.005	263.920	263.834	263.843	263.974	263.966	263.976	263.920	264.105	263.953	263.984	264.105	263.891	2016_7_15_15_06_28
F2LS3A8AGRXL____	-11.916	-11.690	-11.516	-11.480	-11.480	-11.461	-11.508	-12.041	-11.788	-11.708	-11.748	-12.067	-11.745	-11.557	-11.745	-11.654	-11.909	-11.762	-11.794	-11.501	-11.738	-11.749	-11.709	-11.775	-11.673	-11.900	-11.480	-11.364	-11.542	-11.507	-11.585	-11.620	-116.988	-116.935	-116.827	-116.207	-117.355	-118.019	-116.823	-117.152	-117.684	-118.040	-117.281	-117.264	-117.485	-118.088	-117.593	-117.307	-117.592	-117.277	-117.036	-117.612	-117.545	-117.538	-117.227	-117.118	-118.242	-117.917	-117.630	-117.936	-117.524	-117.508	-116.723	-116.900	264.521	264.628	264.708	264.695	264.750	264.790	264.711	264.469	264.617	264.673	264.617	264.462	264.628	264.747	264.633	264.664	264.554	264.610	264.583	264.752	264.634	264.629	264.633	264.596	264.699	264.574	264.763	264.833	264.728	264.744	264.669	264.660	2016_7_15_15_06_31
F2LS3957GRXL____	-10.985	-10.781	-10.924	-10.818	-11.044	-10.822	-10.688	-10.999	-10.991	-10.858	-10.897	-11.084	-10.889	-10.852	-11.017	-10.924	-11.181	-11.027	-10.930	-11.115	-10.821	-11.019	-11.047	-10.650	-10.893	-10.856	-11.017	-10.713	-10.830	-10.914	-10.712	-10.775	-106.379	-106.211	-106.271	-105.880	-106.550	-106.731	-107.344	-105.734	-106.486	-106.717	-106.676	-106.585	-106.495	-106.423	-106.590	-106.511	-106.720	-106.406	-106.753	-106.353	-106.617	-106.660	-106.819	-107.222	-106.849	-106.722	-106.809	-106.674	-106.319	-106.886	-106.577	-106.704	264.127	264.226	264.153	264.188	264.105	264.232	264.336	264.083	264.129	264.212	264.190	264.085	264.184	264.200	264.121	264.166	264.041	264.106	264.177	264.056	264.227	264.124	264.118	264.350	264.201	264.214	264.133	264.287	264.206	264.192	264.283	264.256	2016_7_15_15_06_36
