SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3KLTHFM5____	-64.445	-64.412	-64.341	-64.376	-64.341	-64.341	-64.311	-64.375	-64.341	-64.375	-64.341	-64.339	-64.372	-64.343	-64.342	-64.343	-64.339	-64.308	-64.342	-64.384	-64.343	-64.309	-64.342	-64.376	-64.341	-64.341	-64.384	-64.341	-64.341	-64.384	-64.344	-64.308	-93.978	-93.980	-93.909	-93.981	-93.911	-93.945	-93.917	-93.944	-93.945	-93.944	-93.911	-93.947	-93.909	-93.988	-93.987	-93.988	-93.947	-93.948	-93.987	-93.992	-93.988	-93.984	-93.987	-93.987	-93.909	-93.909	-93.992	-93.909	-93.911	-93.992	-93.977	-93.948	235.314	235.329	235.338	235.344	235.338	235.348	235.352	235.333	235.348	235.333	235.338	235.350	235.325	235.360	235.360	235.360	235.350	235.362	235.360	235.344	235.360	235.373	235.360	235.345	235.338	235.338	235.344	235.338	235.338	235.344	235.356	235.362	2016_7_15_15_53_37
F2LS3MG9HFM5____	-64.290	-64.257	-64.136	-64.220	-64.182	-64.181	-64.103	-64.178	-64.181	-64.178	-64.182	-64.136	-64.178	-64.140	-64.139	-64.140	-64.136	-64.147	-64.139	-64.185	-64.140	-64.146	-64.139	-64.221	-64.136	-64.136	-64.185	-64.136	-64.182	-64.185	-64.187	-64.147	-93.864	-93.861	-93.825	-93.899	-93.827	-93.859	-93.833	-93.855	-93.859	-93.855	-93.827	-93.861	-93.821	-93.899	-93.938	-93.899	-93.861	-93.867	-93.938	-93.866	-93.899	-93.938	-93.938	-93.865	-93.825	-93.825	-93.866	-93.825	-93.827	-93.866	-93.899	-93.867	235.308	235.321	235.361	235.347	235.342	235.352	235.377	235.352	235.352	235.352	235.342	235.371	235.343	235.380	235.391	235.380	235.371	235.368	235.391	235.352	235.380	235.389	235.391	235.337	235.361	235.361	235.352	235.361	235.342	235.352	235.361	235.368	2016_7_15_15_53_41
F2LS339XHFM1____	-63.857	-63.781	-63.701	-63.743	-63.704	-63.748	-63.705	-63.742	-63.748	-63.742	-63.704	-63.700	-63.743	-63.701	-63.700	-63.701	-63.700	-63.668	-63.700	-63.750	-63.701	-63.664	-63.700	-63.744	-63.701	-63.701	-63.750	-63.701	-63.704	-63.750	-63.707	-63.668	-93.913	-93.875	-93.843	-93.906	-93.877	-93.912	-93.848	-93.871	-93.912	-93.871	-93.877	-93.876	-93.840	-93.872	-93.911	-93.872	-93.876	-93.878	-93.911	-93.917	-93.872	-93.913	-93.911	-93.873	-93.843	-93.843	-93.917	-93.843	-93.877	-93.917	-93.907	-93.878	235.481	235.503	235.527	235.527	235.536	235.527	235.527	235.518	235.527	235.518	235.536	235.537	235.509	235.535	235.547	235.535	235.537	235.551	235.547	235.528	235.535	235.562	235.547	235.518	235.527	235.527	235.528	235.527	235.536	235.528	235.542	235.551	2016_7_15_15_53_44
F2LS3A7AHFM2____	-63.954	-63.962	-63.885	-63.927	-63.888	-63.888	-63.854	-63.928	-63.888	-63.928	-63.888	-63.889	-63.927	-63.850	-63.851	-63.850	-63.889	-63.850	-63.851	-63.887	-63.850	-63.852	-63.851	-63.926	-63.885	-63.885	-63.887	-63.885	-63.888	-63.887	-63.889	-63.850	-94.196	-94.170	-94.168	-94.243	-94.174	-94.169	-94.138	-94.204	-94.169	-94.204	-94.174	-94.201	-94.170	-94.164	-94.202	-94.164	-94.201	-94.209	-94.202	-94.210	-94.164	-94.206	-94.202	-94.171	-94.168	-94.168	-94.210	-94.168	-94.174	-94.210	-94.208	-94.209	235.578	235.567	235.599	235.603	235.599	235.598	235.603	235.591	235.598	235.591	235.599	235.607	235.582	235.612	235.623	235.612	235.607	235.625	235.623	235.610	235.612	235.623	235.623	235.583	235.599	235.599	235.610	235.599	235.599	235.610	235.609	235.625	2016_7_15_15_53_48
F2LS30UNGRX8____	-64.367	-64.376	-64.259	-64.337	-64.299	-64.300	-64.222	-64.337	-64.300	-64.337	-64.299	-64.260	-64.337	-64.258	-64.257	-64.258	-64.260	-64.258	-64.257	-64.300	-64.258	-64.258	-64.257	-64.337	-64.259	-64.259	-64.300	-64.259	-64.299	-64.300	-64.299	-64.258	-93.998	-94.000	-93.970	-94.039	-93.974	-94.005	-93.971	-94.001	-94.005	-94.001	-93.974	-94.004	-93.971	-94.003	-94.035	-94.003	-94.004	-94.006	-94.035	-94.010	-94.003	-94.040	-94.035	-94.005	-93.970	-93.970	-94.010	-93.970	-93.974	-94.010	-94.043	-94.006	235.322	235.319	235.359	235.346	235.344	235.352	235.375	235.336	235.352	235.336	235.344	235.369	235.327	235.369	235.379	235.369	235.369	235.370	235.379	235.354	235.369	235.379	235.379	235.337	235.359	235.359	235.354	235.359	235.344	235.354	235.363	235.370	2016_7_15_15_53_51
F2LS3SMLHFM5____	-64.168	-64.133	-64.060	-64.100	-64.063	-64.062	-64.025	-64.100	-64.062	-64.100	-64.063	-64.097	-64.100	-64.060	-64.059	-64.060	-64.097	-64.023	-64.059	-64.064	-64.060	-64.021	-64.059	-64.101	-64.060	-64.060	-64.064	-64.060	-64.063	-64.064	-64.064	-64.023	-93.884	-93.883	-93.849	-93.917	-93.892	-93.923	-93.854	-93.921	-93.923	-93.921	-93.892	-93.924	-93.848	-93.882	-93.917	-93.882	-93.924	-93.886	-93.917	-93.887	-93.882	-93.920	-93.917	-93.884	-93.849	-93.849	-93.887	-93.849	-93.892	-93.887	-93.918	-93.886	235.376	235.390	235.411	235.414	235.422	235.431	235.427	235.415	235.431	235.415	235.422	235.417	235.395	235.421	235.431	235.421	235.417	235.437	235.431	235.421	235.421	235.448	235.431	235.404	235.411	235.411	235.421	235.411	235.422	235.421	235.429	235.437	2016_7_15_15_53_54
F2LS3BDVGRXL____	-64.298	-64.266	-64.191	-64.272	-64.195	-64.193	-64.158	-64.232	-64.193	-64.232	-64.195	-64.191	-64.230	-64.190	-64.191	-64.190	-64.191	-64.157	-64.191	-64.195	-64.190	-64.149	-64.191	-64.232	-64.191	-64.191	-64.195	-64.191	-64.195	-64.195	-64.195	-64.157	-93.889	-93.888	-93.896	-93.966	-93.900	-93.889	-93.866	-93.925	-93.889	-93.925	-93.900	-93.930	-93.892	-93.929	-93.965	-93.929	-93.930	-93.934	-93.965	-93.931	-93.929	-93.962	-93.965	-93.927	-93.896	-93.896	-93.931	-93.896	-93.900	-93.931	-93.963	-93.934	235.359	235.372	235.405	235.391	235.404	235.402	235.410	235.396	235.402	235.396	235.404	235.415	235.388	235.415	235.425	235.415	235.415	235.430	235.425	235.413	235.415	235.441	235.425	235.397	235.405	235.405	235.413	235.405	235.404	235.413	235.422	235.430	2016_7_15_15_53_58
F2LS3HFRHFM5____	-64.161	-64.132	-64.054	-64.135	-64.058	-64.059	-64.022	-64.093	-64.059	-64.093	-64.058	-64.055	-64.093	-64.097	-64.057	-64.097	-64.055	-64.023	-64.057	-64.059	-64.097	-64.023	-64.057	-64.134	-64.054	-64.054	-64.059	-64.054	-64.058	-64.059	-64.058	-64.023	-93.874	-93.874	-93.842	-93.955	-93.882	-93.877	-93.852	-93.873	-93.877	-93.873	-93.882	-93.878	-93.844	-93.918	-93.916	-93.918	-93.878	-93.885	-93.916	-93.883	-93.918	-93.916	-93.916	-93.919	-93.842	-93.842	-93.883	-93.842	-93.882	-93.883	-93.915	-93.885	235.407	235.419	235.442	235.441	235.453	235.451	235.459	235.435	235.451	235.435	235.453	235.452	235.427	235.447	235.463	235.447	235.452	235.468	235.463	235.452	235.447	235.477	235.463	235.431	235.442	235.442	235.452	235.442	235.453	235.452	235.462	235.468	2016_7_15_15_54_01
F2LS3A8AGRXL____	-64.077	-64.044	-63.932	-64.009	-63.971	-63.971	-63.939	-63.969	-63.971	-63.969	-63.971	-63.969	-64.008	-64.016	-63.931	-64.016	-63.969	-63.987	-63.931	-63.974	-64.016	-63.934	-63.931	-64.013	-63.932	-63.932	-63.974	-63.932	-63.971	-63.974	-63.974	-63.987	-93.922	-93.921	-93.883	-93.962	-93.890	-93.921	-93.852	-93.875	-93.921	-93.875	-93.890	-93.922	-93.887	-93.929	-93.918	-93.929	-93.922	-93.932	-93.918	-93.926	-93.929	-93.964	-93.918	-93.926	-93.883	-93.883	-93.926	-93.883	-93.890	-93.926	-93.960	-93.932	235.384	235.397	235.433	235.423	235.419	235.428	235.421	235.415	235.428	235.415	235.419	235.429	235.403	235.411	235.444	235.411	235.429	235.424	235.444	235.428	235.411	235.455	235.444	235.412	235.433	235.433	235.428	235.433	235.419	235.428	235.437	235.424	2016_7_15_15_54_05
F2LS3957GRXL____	-63.729	-63.698	-63.617	-63.659	-63.621	-63.622	-63.543	-63.660	-63.622	-63.660	-63.621	-63.619	-63.658	-63.618	-63.617	-63.618	-63.619	-63.542	-63.617	-63.668	-63.618	-63.544	-63.617	-63.660	-63.617	-63.617	-63.668	-63.617	-63.621	-63.668	-63.623	-63.542	-94.217	-94.184	-94.155	-94.219	-94.152	-94.183	-94.154	-94.183	-94.183	-94.183	-94.152	-94.186	-94.186	-94.182	-94.217	-94.182	-94.186	-94.185	-94.217	-94.195	-94.182	-94.219	-94.217	-94.190	-94.155	-94.155	-94.195	-94.155	-94.152	-94.195	-94.218	-94.185	235.925	235.929	235.955	235.955	235.952	235.960	235.985	235.945	235.960	235.945	235.952	235.962	235.946	235.962	235.972	235.962	235.962	235.995	235.972	235.944	235.962	236.003	235.972	235.946	235.955	235.955	235.944	235.955	235.952	235.944	235.970	235.995	2016_7_15_15_54_22
