SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS3A7AHFM2____	-0.939	-0.978	-0.975	-0.980	-0.931	-0.978	-0.976	-0.981	-0.978	-0.981	-0.931	-0.978	-0.981	-0.982	-0.941	-0.982	-0.978	-0.974	-0.941	-0.928	-0.982	-0.978	-0.941	-0.978	-0.975	-0.975	-0.928	-0.975	-0.931	-0.928	-0.930	-0.974	0.050	0.071	0.041	0.040	0.040	0.078	0.079	0.037	0.078	0.037	0.040	0.042	0.038	0.081	0.081	0.081	0.042	0.042	0.081	0.090	0.081	0.077	0.081	0.076	0.041	0.041	0.090	0.041	0.040	0.090	0.123	0.042	-0.603	-0.625	-0.615	-0.616	-0.597	-0.627	-0.627	-0.617	-0.627	-0.617	-0.597	-0.617	-0.617	-0.630	-0.612	-0.630	-0.617	-0.615	-0.612	-0.609	-0.630	-0.627	-0.612	-0.626	-0.615	-0.615	-0.609	-0.615	-0.597	-0.609	-0.619	-0.615	-0.963	0.062	-0.616	2016_7_15_15_54_36
F2LS3HFBHFM5____	-1.116	-1.116	-1.118	-1.117	-1.120	-1.157	-1.202	-1.117	-1.157	-1.117	-1.120	-1.116	-1.119	-1.160	-1.159	-1.160	-1.116	-1.068	-1.159	-1.120	-1.160	-1.158	-1.159	-1.119	-1.118	-1.118	-1.120	-1.118	-1.120	-1.120	-1.116	-1.068	0.494	0.495	0.494	0.494	0.494	0.458	0.492	0.495	0.458	0.495	0.494	0.496	0.498	0.499	0.498	0.499	0.496	0.500	0.498	0.498	0.499	0.497	0.498	0.493	0.494	0.494	0.498	0.494	0.494	0.498	0.500	0.500	-0.704	-0.705	-0.706	-0.705	-0.707	-0.712	-0.741	-0.706	-0.712	-0.706	-0.707	-0.705	-0.707	-0.725	-0.725	-0.725	-0.705	-0.687	-0.725	-0.707	-0.725	-0.724	-0.725	-0.705	-0.706	-0.706	-0.707	-0.706	-0.707	-0.707	-0.706	-0.687	-1.129	0.494	-0.710	2016_7_15_15_54_41
F2LS3JESHFM5____	-0.776	-0.816	-0.776	-0.817	-0.777	-0.776	-0.819	-0.776	-0.776	-0.776	-0.777	-0.776	-0.816	-0.774	-0.776	-0.774	-0.776	-0.817	-0.776	-0.777	-0.774	-0.819	-0.776	-0.816	-0.776	-0.776	-0.777	-0.776	-0.777	-0.777	-0.773	-0.817	0.149	0.143	0.108	0.107	0.148	0.147	0.148	0.146	0.147	0.146	0.148	0.147	0.143	0.146	0.147	0.146	0.147	0.116	0.147	0.120	0.146	0.118	0.147	0.110	0.108	0.108	0.120	0.108	0.148	0.120	0.156	0.116	-0.076	-0.092	-0.065	-0.081	-0.077	-0.076	-0.094	-0.075	-0.076	-0.075	-0.077	-0.076	-0.090	-0.075	-0.076	-0.075	-0.076	-0.084	-0.076	-0.068	-0.075	-0.085	-0.076	-0.082	-0.065	-0.065	-0.068	-0.065	-0.077	-0.068	-0.077	-0.084	-0.786	0.135	-0.076	2016_7_15_15_54_45
F2LS3TKDHFM5____	-1.141	-1.142	-1.181	-1.142	-1.142	-1.181	-1.183	-1.181	-1.181	-1.181	-1.142	-1.182	-1.182	-1.182	-1.099	-1.182	-1.182	-1.183	-1.099	-1.179	-1.182	-1.184	-1.099	-1.101	-1.181	-1.181	-1.179	-1.181	-1.142	-1.179	-1.180	-1.183	0.340	0.310	0.271	0.344	0.310	0.308	0.308	0.308	0.308	0.308	0.310	0.306	0.312	0.306	0.305	0.306	0.306	0.306	0.305	0.308	0.306	0.308	0.305	0.309	0.271	0.271	0.308	0.271	0.310	0.308	0.306	0.306	-0.860	-0.851	-0.857	-0.860	-0.852	-0.867	-0.868	-0.867	-0.867	-0.867	-0.852	-0.868	-0.868	-0.867	-0.832	-0.867	-0.868	-0.868	-0.832	-0.867	-0.867	-0.868	-0.832	-0.834	-0.857	-0.857	-0.867	-0.857	-0.852	-0.867	-0.866	-0.868	-1.164	0.305	-0.859	2016_7_15_15_54_48
F2LS38VQGRXL____	-1.486	-1.487	-1.478	-1.486	-1.487	-1.484	-1.479	-1.482	-1.484	-1.482	-1.487	-1.482	-1.489	-1.478	-1.479	-1.478	-1.482	-1.443	-1.479	-1.486	-1.478	-1.443	-1.479	-1.487	-1.478	-1.478	-1.486	-1.478	-1.487	-1.486	-1.489	-1.443	0.328	0.323	0.321	0.325	0.326	0.328	0.324	0.326	0.328	0.326	0.326	0.324	0.366	0.324	0.324	0.324	0.324	0.331	0.324	0.329	0.324	0.331	0.324	0.326	0.321	0.321	0.329	0.321	0.326	0.329	0.328	0.331	-0.484	-0.483	-0.480	-0.483	-0.484	-0.483	-0.481	-0.481	-0.483	-0.481	-0.484	-0.482	-0.497	-0.480	-0.480	-0.480	-0.482	-0.467	-0.480	-0.485	-0.480	-0.467	-0.480	-0.485	-0.480	-0.480	-0.485	-0.480	-0.484	-0.485	-0.486	-0.467	-1.479	0.327	-0.481	2016_7_15_15_54_51
F2LS3A8AGRXL____	-1.388	-1.386	-1.345	-1.388	-1.346	-1.385	-1.350	-1.349	-1.385	-1.349	-1.346	-1.381	-1.386	-1.390	-1.309	-1.390	-1.381	-1.397	-1.309	-1.347	-1.390	-1.347	-1.309	-1.348	-1.345	-1.345	-1.347	-1.345	-1.346	-1.347	-1.386	-1.397	0.306	0.266	0.311	0.265	0.312	0.308	0.310	0.308	0.308	0.308	0.312	0.307	0.305	0.303	0.312	0.303	0.307	0.306	0.312	0.315	0.303	0.267	0.312	0.314	0.311	0.311	0.315	0.311	0.312	0.315	0.268	0.306	-0.981	-0.969	-0.965	-0.970	-0.966	-0.981	-0.967	-0.966	-0.981	-0.966	-0.966	-0.979	-0.980	-0.982	-0.950	-0.982	-0.979	-0.986	-0.950	-0.967	-0.982	-0.954	-0.950	-0.966	-0.965	-0.965	-0.967	-0.965	-0.966	-0.967	-0.970	-0.986	-1.361	0.304	-0.970	2016_7_15_15_54_55
F2LS3HFRHFM5____	-0.858	-0.863	-0.858	-0.902	-0.820	-0.863	-0.860	-0.860	-0.863	-0.860	-0.820	-0.857	-0.861	-0.903	-0.861	-0.903	-0.857	-0.863	-0.861	-0.862	-0.903	-0.864	-0.861	-0.902	-0.858	-0.858	-0.862	-0.858	-0.820	-0.862	-0.861	-0.863	0.451	0.411	0.413	0.370	0.413	0.412	0.410	0.413	0.412	0.413	0.413	0.414	0.410	0.375	0.413	0.375	0.414	0.411	0.413	0.410	0.375	0.413	0.413	0.372	0.413	0.413	0.410	0.413	0.413	0.410	0.414	0.411	-0.528	-0.519	-0.518	-0.523	-0.501	-0.518	-0.517	-0.518	-0.518	-0.518	-0.501	-0.517	-0.518	-0.524	-0.518	-0.524	-0.517	-0.519	-0.518	-0.518	-0.524	-0.519	-0.518	-0.524	-0.518	-0.518	-0.518	-0.518	-0.501	-0.518	-0.518	-0.519	-0.863	0.407	-0.518	2016_7_15_15_54_58
F2LS3KLTHFM5____	-1.199	-1.199	-1.202	-1.200	-1.204	-1.239	-1.209	-1.198	-1.239	-1.198	-1.204	-1.198	-1.195	-1.202	-1.201	-1.202	-1.198	-1.206	-1.201	-1.244	-1.202	-1.242	-1.201	-1.200	-1.202	-1.202	-1.244	-1.202	-1.204	-1.244	-1.202	-1.206	0.362	0.323	0.399	0.401	0.362	0.400	0.362	0.397	0.400	0.397	0.362	0.397	0.363	0.357	0.361	0.357	0.397	0.365	0.361	0.318	0.357	0.398	0.361	0.359	0.399	0.399	0.318	0.399	0.362	0.318	0.407	0.365	-0.743	-0.731	-0.755	-0.754	-0.746	-0.770	-0.748	-0.753	-0.770	-0.753	-0.746	-0.752	-0.742	-0.742	-0.743	-0.742	-0.752	-0.748	-0.743	-0.749	-0.742	-0.771	-0.743	-0.743	-0.755	-0.755	-0.749	-0.755	-0.746	-0.749	-0.757	-0.748	-1.209	0.371	-0.750	2016_7_15_15_55_02
F2LS30UNGRX8____	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	-1.247	0.304	0.304	0.303	0.304	0.303	0.304	0.304	0.304	0.304	0.304	0.303	0.303	0.303	0.304	0.303	0.304	0.303	0.304	0.303	0.303	0.304	0.304	0.303	0.304	0.303	0.303	0.303	0.303	0.303	0.303	0.304	0.304	-0.839	-0.839	-0.840	-0.839	-0.839	-0.839	-0.840	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.839	-0.840	-0.839	-0.839	-0.840	-0.840	-0.839	-0.840	-0.839	-0.839	-0.839	-0.839	-1.247	0.303	-0.839	2016_7_15_15_55_05
F2LS39Q6GRXL____	-0.849	-0.851	-0.891	-0.851	-0.850	-0.849	-0.892	-0.890	-0.849	-0.890	-0.850	-0.893	-0.851	-0.896	-0.894	-0.896	-0.893	-0.895	-0.894	-0.850	-0.896	-0.852	-0.894	-0.890	-0.891	-0.891	-0.850	-0.891	-0.850	-0.850	-0.850	-0.895	0.344	0.307	0.345	0.345	0.342	0.346	0.344	0.308	0.346	0.308	0.342	0.302	0.342	0.344	0.346	0.344	0.302	0.309	0.346	0.346	0.344	0.342	0.346	0.307	0.345	0.345	0.346	0.345	0.342	0.346	0.345	0.309	-0.525	-0.515	-0.543	-0.527	-0.526	-0.526	-0.544	-0.532	-0.526	-0.532	-0.526	-0.532	-0.526	-0.545	-0.545	-0.545	-0.532	-0.535	-0.545	-0.527	-0.545	-0.527	-0.545	-0.532	-0.543	-0.543	-0.527	-0.543	-0.526	-0.527	-0.526	-0.535	-0.874	0.335	-0.534	2016_7_15_15_55_08
