SN	Distance_X_LOGO_MainBoard_RD1	Distance_X_LOGO_MainBoard_RD2	Distance_X_LOGO_MainBoard_RD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RD1	Distance_Y_LOGO_MainBoard_RD2	Distance_Y_LOGO_MainBoard_RD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RD1	Angle_MainBoard_RD2	Angle_MainBoard_RD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS3BDVGRXL____	-1.107	-1.121	-1.114	-1.151	-1.113	-1.111	-1.114	-1.112	-1.111	-1.112	-1.113	-1.113	-1.111	-1.111	-1.112	-1.111	-1.113	-1.113	-1.112	-1.109	-1.111	-1.106	-1.112	-1.111	-1.114	-1.114	-1.109	-1.114	-1.113	-1.109	-1.110	-1.113	0.453	0.413	0.416	0.409	0.409	0.417	0.413	0.377	0.417	0.377	0.409	0.381	0.379	0.412	0.413	0.412	0.381	0.378	0.413	0.380	0.412	0.419	0.413	0.382	0.416	0.416	0.380	0.416	0.409	0.380	0.414	0.378	-0.629	-0.623	-0.622	-0.636	-0.620	-0.621	-0.621	-0.610	-0.621	-0.610	-0.620	-0.612	-0.610	-0.620	-0.620	-0.620	-0.612	-0.611	-0.620	-0.610	-0.620	-0.620	-0.620	-0.611	-0.622	-0.622	-0.610	-0.622	-0.620	-0.610	-0.620	-0.611	-1.113	0.403	-0.618	2016_7_15_15_55_12
F2LS3HQHHFM5____	-1.153	-1.105	-1.106	-1.107	-1.151	-1.148	-1.107	-1.150	-1.148	-1.150	-1.151	-1.104	-1.106	-1.157	-1.157	-1.157	-1.104	-1.152	-1.157	-1.149	-1.157	-1.151	-1.157	-1.109	-1.106	-1.106	-1.149	-1.106	-1.151	-1.149	-1.108	-1.152	0.258	0.342	0.347	0.307	0.346	0.344	0.308	0.347	0.344	0.347	0.346	0.349	0.347	0.310	0.350	0.310	0.349	0.265	0.350	0.344	0.310	0.304	0.350	0.348	0.347	0.347	0.344	0.347	0.346	0.344	0.387	0.265	-0.740	-0.744	-0.747	-0.735	-0.764	-0.763	-0.737	-0.765	-0.763	-0.765	-0.764	-0.746	-0.746	-0.757	-0.768	-0.757	-0.746	-0.743	-0.768	-0.764	-0.757	-0.753	-0.768	-0.747	-0.747	-0.747	-0.764	-0.747	-0.764	-0.764	-0.758	-0.743	-1.135	0.333	-0.754	2016_7_15_15_55_16
F2LS3MG9HFM5____	-1.411	-1.414	-1.407	-1.407	-1.408	-1.408	-1.364	-1.370	-1.408	-1.370	-1.408	-1.405	-1.409	-1.407	-1.367	-1.407	-1.405	-1.451	-1.367	-1.408	-1.407	-1.408	-1.367	-1.449	-1.407	-1.407	-1.408	-1.407	-1.408	-1.408	-1.410	-1.451	0.450	0.451	0.451	0.494	0.453	0.457	0.456	0.456	0.457	0.456	0.453	0.453	0.454	0.456	0.455	0.456	0.453	0.457	0.455	0.454	0.456	0.455	0.455	0.449	0.451	0.451	0.454	0.451	0.453	0.454	0.456	0.457	-1.001	-1.002	-1.000	-1.012	-1.001	-1.002	-0.983	-0.986	-1.002	-0.986	-1.001	-1.000	-1.001	-1.002	-0.985	-1.002	-1.000	-1.021	-0.985	-1.002	-1.002	-1.001	-0.985	-1.017	-1.000	-1.000	-1.002	-1.000	-1.001	-1.002	-1.002	-1.021	-1.404	0.455	-1.000	2016_7_15_15_55_19
F2LS35BZHFM1____	-1.146	-1.194	-1.197	-1.235	-1.232	-1.193	-1.196	-1.235	-1.193	-1.235	-1.232	-1.197	-1.234	-1.234	-1.196	-1.234	-1.197	-1.235	-1.196	-1.194	-1.234	-1.199	-1.196	-1.236	-1.197	-1.197	-1.194	-1.197	-1.232	-1.194	-1.231	-1.235	0.415	0.441	0.441	0.399	0.405	0.443	0.445	0.439	0.443	0.439	0.405	0.443	0.400	0.403	0.442	0.403	0.443	0.445	0.442	0.446	0.403	0.374	0.442	0.439	0.441	0.441	0.446	0.441	0.405	0.446	0.482	0.445	-0.263	-0.291	-0.293	-0.296	-0.297	-0.291	-0.293	-0.308	-0.291	-0.308	-0.297	-0.293	-0.296	-0.296	-0.292	-0.296	-0.293	-0.310	-0.292	-0.292	-0.296	-0.275	-0.292	-0.307	-0.293	-0.293	-0.292	-0.293	-0.297	-0.292	-0.318	-0.310	-1.211	0.431	-0.295	2016_7_15_15_55_23
F2LS339XHFM1____	-1.232	-1.188	-1.188	-1.146	-1.184	-1.189	-1.186	-1.146	-1.189	-1.146	-1.184	-1.185	-1.186	-1.187	-1.185	-1.187	-1.185	-1.185	-1.185	-1.190	-1.187	-1.184	-1.185	-1.145	-1.188	-1.188	-1.190	-1.188	-1.184	-1.190	-1.147	-1.185	0.329	0.364	0.367	0.373	0.335	0.334	0.329	0.369	0.334	0.369	0.335	0.367	0.368	0.372	0.369	0.372	0.367	0.370	0.369	0.332	0.372	0.330	0.369	0.376	0.367	0.367	0.332	0.367	0.335	0.332	0.373	0.370	-0.914	-0.905	-0.907	-0.891	-0.896	-0.897	-0.895	-0.889	-0.897	-0.889	-0.896	-0.905	-0.906	-0.908	-0.905	-0.908	-0.905	-0.906	-0.905	-0.897	-0.908	-0.895	-0.905	-0.890	-0.907	-0.907	-0.897	-0.907	-0.896	-0.897	-0.891	-0.906	-1.182	0.357	-0.901	2016_7_15_15_55_26
F2LS3EKPHFM2____	-1.309	-1.353	-1.350	-1.355	-1.355	-1.355	-1.350	-1.354	-1.355	-1.354	-1.355	-1.351	-1.353	-1.350	-1.353	-1.350	-1.351	-1.434	-1.353	-1.354	-1.350	-1.434	-1.353	-1.399	-1.350	-1.350	-1.354	-1.350	-1.355	-1.354	-1.396	-1.434	0.349	0.311	0.305	0.272	0.309	0.307	0.268	0.308	0.307	0.308	0.309	0.307	0.345	0.308	0.304	0.308	0.307	0.269	0.304	0.268	0.308	0.274	0.304	0.264	0.305	0.305	0.268	0.305	0.309	0.268	0.268	0.269	-0.965	-0.973	-0.971	-0.963	-0.974	-0.974	-0.960	-0.973	-0.974	-0.973	-0.974	-0.972	-0.983	-0.972	-0.972	-0.972	-0.972	-0.996	-0.972	-0.962	-0.972	-0.997	-0.972	-0.979	-0.971	-0.971	-0.962	-0.971	-0.974	-0.962	-0.980	-0.996	-1.362	0.298	-0.974	2016_7_15_15_55_29
F2LS3HZVHFM5____	-1.056	-1.058	-1.056	-1.056	-1.058	-1.058	-1.056	-1.056	-1.058	-1.056	-1.058	-1.056	-1.021	-1.058	-1.054	-1.058	-1.056	-1.058	-1.054	-1.057	-1.058	-1.057	-1.054	-1.058	-1.056	-1.056	-1.057	-1.056	-1.058	-1.057	-1.056	-1.058	0.332	0.331	0.328	0.366	0.328	0.329	0.366	0.327	0.329	0.327	0.328	0.329	0.367	0.327	0.364	0.327	0.329	0.363	0.364	0.327	0.327	0.365	0.364	0.329	0.328	0.328	0.327	0.328	0.328	0.327	0.334	0.363	-0.803	-0.803	-0.802	-0.813	-0.803	-0.803	-0.813	-0.802	-0.803	-0.802	-0.803	-0.802	-0.798	-0.803	-0.811	-0.803	-0.802	-0.812	-0.811	-0.802	-0.803	-0.812	-0.811	-0.803	-0.802	-0.802	-0.802	-0.802	-0.803	-0.802	-0.804	-0.812	-1.056	0.339	-0.805	2016_7_15_15_55_33
F2LS3SMLHFM5____	-1.070	-1.068	-1.072	-1.072	-1.074	-1.071	-1.072	-1.072	-1.071	-1.072	-1.074	-1.109	-1.072	-1.071	-1.034	-1.071	-1.109	-1.030	-1.034	-1.030	-1.071	-1.071	-1.034	-1.072	-1.072	-1.072	-1.030	-1.072	-1.074	-1.030	-1.069	-1.030	0.421	0.384	0.428	0.385	0.386	0.385	0.384	0.383	0.385	0.383	0.386	0.342	0.385	0.424	0.383	0.424	0.342	0.426	0.383	0.467	0.424	0.422	0.383	0.386	0.428	0.428	0.467	0.428	0.386	0.467	0.388	0.426	-0.829	-0.818	-0.832	-0.820	-0.821	-0.820	-0.820	-0.819	-0.820	-0.819	-0.821	-0.824	-0.819	-0.830	-0.803	-0.830	-0.824	-0.814	-0.803	-0.825	-0.830	-0.829	-0.803	-0.820	-0.832	-0.832	-0.825	-0.832	-0.821	-0.825	-0.820	-0.814	-1.064	0.404	-0.822	2016_7_15_15_55_37
F2LS38TUGRXL____	-0.824	-0.896	-0.861	-0.860	-0.890	-0.860	-0.905	-0.859	-0.860	-0.859	-0.890	-0.859	-0.902	-0.899	-0.860	-0.899	-0.859	-0.901	-0.860	-0.900	-0.899	-0.901	-0.860	-0.892	-0.861	-0.861	-0.900	-0.861	-0.890	-0.900	-0.861	-0.901	0.137	0.131	0.151	0.155	0.132	0.157	0.150	0.115	0.157	0.115	0.132	0.156	0.154	0.155	0.156	0.155	0.156	0.154	0.156	0.158	0.155	0.153	0.156	0.168	0.151	0.151	0.158	0.151	0.132	0.158	0.154	0.154	0.076	0.047	0.056	0.055	0.050	0.055	0.038	0.067	0.055	0.067	0.050	0.055	0.038	0.039	0.056	0.039	0.055	0.038	0.056	0.038	0.039	0.039	0.056	0.038	0.056	0.056	0.038	0.056	0.050	0.038	0.055	0.038	-0.878	0.149	0.050	2016_7_15_15_55_42
F2LS3957GRXL____	-0.639	-0.637	-0.637	-0.634	-0.634	-0.634	-0.637	-0.635	-0.634	-0.635	-0.634	-0.637	-0.635	-0.677	-0.675	-0.677	-0.637	-0.636	-0.675	-0.680	-0.677	-0.637	-0.675	-0.637	-0.637	-0.637	-0.680	-0.637	-0.634	-0.680	-0.635	-0.636	0.130	0.128	0.163	0.126	0.126	0.129	0.087	0.126	0.129	0.126	0.126	0.164	0.092	0.127	0.128	0.127	0.164	0.127	0.128	0.118	0.127	0.125	0.128	0.122	0.163	0.163	0.118	0.163	0.126	0.118	0.129	0.127	-0.213	-0.212	-0.222	-0.210	-0.210	-0.211	-0.201	-0.210	-0.211	-0.210	-0.210	-0.223	-0.201	-0.228	-0.228	-0.228	-0.223	-0.211	-0.228	-0.227	-0.228	-0.212	-0.228	-0.211	-0.222	-0.222	-0.227	-0.222	-0.210	-0.227	-0.211	-0.211	-0.648	0.131	-0.217	2016_7_15_15_55_47
