SN	Distance_X_LOGO_MainBoard_RU1	Distance_X_LOGO_MainBoard_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RU1	Distance_Y_LOGO_MainBoard_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RU1	Angle_MainBoard_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3BDVGRXL____	-66.019	-65.885	-66.020	-65.741	-65.649	-65.782	-65.706	-65.814	-65.815	-65.783	-65.924	-65.785	-65.741	-65.849	-66.104	-65.704	-66.048	-65.857	-65.744	-65.854	-65.754	-65.702	-65.772	-65.607	-66.041	-65.744	-65.881	-66.007	-65.963	-65.790	-66.055	-65.758	131.464	131.280	131.430	131.286	131.240	131.138	131.289	131.142	131.176	131.042	131.270	131.254	131.286	131.180	131.364	131.217	131.236	131.293	131.140	131.255	131.008	131.320	131.170	131.109	131.292	131.182	130.937	131.400	131.177	131.323	131.232	131.362	116.742	116.727	116.748	116.676	116.652	116.716	116.663	116.727	116.721	116.734	116.743	116.697	116.676	116.732	116.789	116.675	116.792	116.715	116.703	116.721	116.729	116.657	116.707	116.660	116.780	116.695	116.786	116.749	116.773	116.687	116.795	116.669	2016_7_15_14_54_40
F2LS3HQHHFM5____	-66.215	-66.065	-66.181	-65.919	-65.799	-65.963	-65.890	-66.002	-66.004	-65.934	-66.110	-65.939	-65.919	-66.036	-66.262	-65.893	-66.211	-66.010	-65.927	-66.017	-65.909	-65.885	-65.927	-65.799	-66.240	-65.928	-66.037	-66.149	-66.077	-65.939	-66.213	-65.909	131.549	131.363	131.513	131.371	131.365	131.220	131.376	131.225	131.226	131.128	131.391	131.335	131.371	131.262	131.441	131.261	131.275	131.337	131.225	131.335	131.121	131.402	131.302	131.155	131.333	131.265	131.017	131.476	131.294	131.402	131.315	131.439	116.593	116.573	116.587	116.521	116.480	116.563	116.510	116.576	116.576	116.569	116.584	116.534	116.521	116.581	116.628	116.531	116.639	116.559	116.549	116.562	116.561	116.504	116.536	116.517	116.640	116.543	116.624	116.583	116.590	116.523	116.633	116.505	2016_7_15_14_54_43
F2LS3MG9HFM5____	-66.022	-65.883	-65.985	-65.739	-65.652	-65.773	-65.707	-65.813	-65.815	-65.791	-65.970	-65.797	-65.739	-65.847	-66.120	-65.703	-66.070	-65.868	-65.739	-65.869	-65.765	-65.705	-65.788	-65.609	-66.044	-65.777	-65.847	-65.975	-65.937	-65.789	-66.025	-65.761	131.455	131.222	131.420	131.235	131.224	131.082	131.234	131.127	131.127	131.020	131.251	131.189	131.235	131.173	131.295	131.210	131.218	131.199	131.084	131.197	130.979	131.264	131.158	131.043	131.233	131.132	130.920	131.379	131.159	131.217	131.214	131.300	116.671	116.663	116.664	116.611	116.583	116.650	116.600	116.656	116.656	116.667	116.689	116.639	116.611	116.659	116.733	116.603	116.729	116.662	116.637	116.663	116.665	116.594	116.642	116.599	116.718	116.642	116.704	116.668	116.693	116.631	116.714	116.607	2016_7_15_14_54_46
F2LS35BZHFM1____	-66.074	-65.891	-66.001	-65.740	-65.653	-65.782	-65.715	-65.823	-65.825	-65.757	-65.937	-65.758	-65.740	-65.860	-66.127	-65.712	-65.986	-65.835	-65.745	-65.870	-65.763	-65.701	-65.750	-65.613	-66.059	-65.787	-65.856	-66.025	-65.947	-65.803	-66.039	-65.778	131.544	131.358	131.505	131.367	131.362	131.225	131.324	131.221	131.252	131.119	131.344	131.329	131.367	131.260	131.434	131.296	131.349	131.329	131.223	131.331	131.115	131.357	131.297	131.183	131.365	131.262	131.012	131.468	131.294	131.400	131.348	131.387	116.476	116.444	116.457	116.390	116.361	116.430	116.389	116.445	116.440	116.439	116.463	116.403	116.390	116.451	116.514	116.393	116.479	116.430	116.417	116.442	116.442	116.378	116.406	116.378	116.502	116.425	116.493	116.472	116.475	116.407	116.498	116.400	2016_7_15_14_54_48
F2LS339XHFM1____	-66.180	-66.069	-66.144	-65.931	-65.799	-65.935	-65.868	-65.999	-65.998	-65.928	-66.081	-65.902	-65.931	-66.038	-66.277	-65.868	-66.223	-66.000	-65.932	-66.004	-65.894	-65.903	-65.903	-65.760	-66.206	-65.904	-66.029	-66.134	-66.060	-65.954	-66.183	-65.959	131.417	131.206	131.341	131.250	131.257	131.071	131.205	131.069	131.106	130.972	131.223	131.180	131.250	131.100	131.270	131.136	131.186	131.215	131.025	131.183	131.007	131.238	131.179	131.082	131.207	131.099	130.904	131.308	131.133	131.239	131.192	131.275	116.879	116.878	116.880	116.822	116.775	116.855	116.808	116.877	116.871	116.870	116.879	116.824	116.822	116.885	116.939	116.820	116.935	116.852	116.862	116.859	116.851	116.814	116.825	116.792	116.925	116.839	116.917	116.882	116.887	116.832	116.920	116.827	2016_7_15_14_54_51
F2LS3EKPHFM2____	-66.027	-65.879	-65.993	-65.735	-65.646	-65.776	-65.705	-65.815	-65.813	-65.748	-65.931	-65.752	-65.735	-65.851	-66.118	-65.703	-66.068	-65.853	-65.741	-65.853	-65.754	-65.700	-65.741	-65.605	-66.049	-65.743	-65.851	-65.982	-65.977	-65.799	-66.069	-65.765	131.457	131.243	131.422	131.286	131.284	131.142	131.288	131.144	131.176	131.045	131.262	131.252	131.286	131.138	131.314	131.218	131.225	131.255	131.106	131.220	130.969	131.318	131.217	131.074	131.284	131.142	130.934	131.350	131.169	131.277	131.269	131.312	116.504	116.490	116.498	116.433	116.401	116.472	116.422	116.485	116.479	116.479	116.505	116.444	116.433	116.499	116.561	116.433	116.559	116.479	116.466	116.485	116.494	116.415	116.446	116.424	116.542	116.460	116.535	116.507	116.537	116.456	116.552	116.438	2016_7_15_14_54_54
F2LS3HZVHFM5____	-66.037	-65.889	-66.005	-65.794	-65.619	-65.783	-65.720	-65.824	-65.826	-65.757	-65.943	-65.763	-65.794	-65.862	-66.134	-65.721	-66.046	-65.833	-65.753	-65.834	-65.731	-65.754	-65.758	-65.576	-66.019	-65.757	-65.857	-65.988	-65.999	-65.763	-66.078	-65.740	131.578	131.366	131.547	131.363	131.413	131.263	131.410	131.227	131.299	131.169	131.382	131.377	131.363	131.301	131.430	131.340	131.346	131.378	131.263	131.378	131.167	131.393	131.341	131.234	131.404	131.260	131.061	131.506	131.292	131.435	131.348	131.474	116.710	116.696	116.704	116.663	116.593	116.676	116.629	116.697	116.685	116.684	116.712	116.650	116.663	116.697	116.770	116.641	116.754	116.674	116.666	116.674	116.675	116.644	116.654	116.610	116.734	116.668	116.738	116.705	116.747	116.640	116.764	116.625	2016_7_15_14_54_57
F2LS3SMLHFM5____	-66.104	-65.993	-66.068	-65.814	-65.726	-65.856	-65.786	-65.893	-65.932	-65.824	-66.006	-65.832	-65.814	-65.962	-66.197	-65.786	-66.145	-65.940	-65.816	-65.942	-65.797	-65.811	-65.824	-65.680	-66.126	-65.854	-65.964	-66.098	-65.966	-65.877	-66.145	-65.844	131.532	131.350	131.499	131.360	131.355	131.211	131.359	131.209	131.247	131.114	131.380	131.324	131.360	131.252	131.424	131.289	131.339	131.324	131.214	131.320	131.148	131.396	131.287	131.177	131.357	131.255	131.002	131.462	131.239	131.388	131.341	131.425	116.691	116.684	116.684	116.620	116.590	116.661	116.611	116.674	116.681	116.666	116.684	116.633	116.620	116.691	116.742	116.623	116.739	116.670	116.646	116.672	116.651	116.613	116.636	116.605	116.729	116.652	116.735	116.701	116.694	116.637	116.738	116.619	2016_7_15_14_55_00
F2LS38TUGRXL____	-65.442	-65.269	-65.411	-65.125	-65.036	-65.163	-65.093	-65.200	-65.201	-65.171	-65.317	-65.171	-65.125	-65.233	-65.499	-65.092	-65.451	-65.242	-65.130	-65.242	-65.142	-65.089	-65.129	-64.992	-65.462	-65.129	-65.269	-65.434	-65.285	-65.181	-65.444	-65.150	131.812	131.634	131.779	131.639	131.633	131.490	131.640	131.496	131.526	131.389	131.657	131.567	131.639	131.533	131.706	131.569	131.573	131.604	131.495	131.604	131.391	131.674	131.570	131.457	131.597	131.534	131.290	131.698	131.567	131.667	131.578	131.702	116.435	116.406	116.430	116.355	116.324	116.394	116.343	116.406	116.401	116.414	116.418	116.383	116.355	116.411	116.474	116.355	116.480	116.402	116.381	116.402	116.404	116.336	116.368	116.340	116.480	116.374	116.466	116.452	116.423	116.370	116.477	116.352	2016_7_15_14_55_04
F2LS3957GRXL____	-66.235	-66.135	-66.198	-65.940	-65.864	-65.981	-65.872	-66.023	-66.020	-65.954	-66.127	-65.956	-65.940	-66.064	-66.278	-65.909	-66.241	-66.031	-65.947	-66.032	-65.973	-65.912	-65.951	-65.820	-66.253	-65.996	-66.050	-66.180	-66.102	-65.958	-66.186	-65.929	131.459	131.246	131.420	131.281	131.239	131.137	131.282	131.143	131.180	131.046	131.252	131.251	131.281	131.130	131.305	131.209	131.217	131.251	131.140	131.249	131.047	131.315	131.207	131.104	131.278	131.131	130.938	131.379	131.204	131.268	131.219	131.347	116.736	116.739	116.730	116.665	116.645	116.704	116.641	116.718	116.710	116.710	116.735	116.675	116.665	116.734	116.778	116.666	116.781	116.701	116.692	116.702	116.717	116.649	116.681	116.654	116.774	116.710	116.763	116.731	116.734	116.673	116.761	116.649	2016_7_15_14_55_06
