SN	Distance_X_LOGO_MainBoard_RU1	Distance_X_LOGO_MainBoard_RU2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_MainBoard_RU1	Distance_Y_LOGO_MainBoard_RU2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_MainBoard_RU1	Angle_MainBoard_RU2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3A7AHFM2____	-65.942	-65.792	-65.872	-65.649	-65.524	-65.649	-65.621	-65.693	-65.691	-65.663	-65.802	-65.664	-65.649	-65.765	-65.997	-65.622	-65.953	-65.739	-65.618	-65.741	-65.594	-65.612	-65.656	-65.479	-65.928	-65.654	-65.762	-65.897	-65.861	-65.673	-65.946	-65.687	131.602	131.423	131.565	131.427	131.425	131.284	131.430	131.285	131.323	131.190	131.443	131.401	131.427	131.325	131.493	131.358	131.366	131.404	131.284	131.400	131.189	131.460	131.358	131.252	131.425	131.323	131.082	131.532	131.357	131.459	131.371	131.454	116.601	116.581	116.584	116.530	116.487	116.555	116.520	116.570	116.563	116.576	116.581	116.540	116.530	116.588	116.640	116.533	116.647	116.565	116.544	116.567	116.552	116.512	116.544	116.501	116.628	116.550	116.630	116.598	116.616	116.533	116.643	116.539	2016_7_15_14_54_11
F2LS3HFBHFM5____	-65.984	-65.807	-65.918	-65.670	-65.568	-65.708	-65.663	-65.735	-65.770	-65.702	-65.851	-65.704	-65.670	-65.807	-66.009	-65.661	-65.991	-65.742	-65.669	-65.774	-65.673	-65.632	-65.700	-65.528	-65.971	-65.700	-65.769	-65.939	-65.864	-65.716	-65.984	-65.688	131.414	131.231	131.411	131.239	131.237	131.133	131.242	131.135	131.132	131.035	131.260	131.246	131.239	131.176	131.345	131.169	131.219	131.249	131.135	131.249	131.002	131.273	131.171	131.104	131.279	131.173	130.896	131.384	131.210	131.269	131.221	131.305	116.598	116.569	116.576	116.519	116.484	116.551	116.517	116.560	116.573	116.566	116.579	116.530	116.519	116.579	116.619	116.529	116.635	116.543	116.538	116.554	116.562	116.500	116.542	116.493	116.617	116.541	116.614	116.588	116.592	116.530	116.632	116.514	2016_7_15_14_54_15
F2LS3JESHFM5____	-66.016	-65.870	-65.984	-65.728	-65.605	-65.767	-65.699	-65.806	-65.803	-65.781	-65.917	-65.741	-65.728	-65.840	-66.104	-65.699	-66.060	-65.815	-65.732	-65.851	-65.707	-65.692	-65.738	-65.559	-65.997	-65.738	-65.839	-65.962	-65.931	-65.743	-66.018	-65.715	131.601	131.424	131.569	131.430	131.428	131.288	131.429	131.287	131.317	131.184	131.444	131.400	131.430	131.321	131.497	131.358	131.413	131.400	131.244	131.401	131.224	131.461	131.358	131.255	131.424	131.324	131.074	131.528	131.314	131.456	131.410	131.495	116.594	116.575	116.589	116.524	116.481	116.562	116.514	116.576	116.570	116.585	116.587	116.534	116.524	116.582	116.643	116.526	116.643	116.559	116.558	116.572	116.553	116.506	116.540	116.495	116.618	116.546	116.625	116.588	116.615	116.525	116.628	116.508	2016_7_15_14_54_18
F2LS3TKDHFM5____	-66.544	-66.364	-66.473	-66.176	-66.089	-66.216	-66.142	-66.296	-66.300	-66.232	-66.404	-66.230	-66.176	-66.332	-66.592	-66.180	-66.497	-66.304	-66.179	-66.303	-66.199	-66.172	-66.218	-66.053	-66.440	-66.221	-66.335	-66.492	-66.377	-66.273	-66.508	-66.204	131.475	131.246	131.431	131.294	131.283	131.149	131.295	131.148	131.183	131.084	131.269	131.256	131.294	131.183	131.357	131.225	131.232	131.256	131.149	131.258	131.080	131.326	131.223	131.108	131.292	131.188	130.944	131.399	131.220	131.277	131.273	131.363	116.888	116.866	116.871	116.792	116.764	116.832	116.780	116.860	116.855	116.848	116.876	116.818	116.792	116.866	116.925	116.806	116.914	116.843	116.819	116.842	116.837	116.785	116.819	116.782	116.884	116.826	116.909	116.883	116.875	116.829	116.911	116.789	2016_7_15_14_54_20
F2LS38VQGRXL____	-65.975	-65.832	-65.939	-65.693	-65.602	-65.725	-65.658	-65.764	-65.763	-65.737	-65.920	-65.737	-65.693	-65.834	-66.071	-65.657	-66.018	-65.805	-65.695	-65.808	-65.696	-65.692	-65.695	-65.554	-66.001	-65.694	-65.829	-65.968	-65.898	-65.749	-66.011	-65.754	131.503	131.330	131.473	131.336	131.339	131.192	131.339	131.195	131.228	131.092	131.313	131.345	131.336	131.233	131.400	131.267	131.273	131.307	131.191	131.308	131.100	131.370	131.265	131.167	131.334	131.232	130.986	131.485	131.262	131.368	131.279	131.406	116.817	116.798	116.810	116.748	116.716	116.784	116.736	116.798	116.791	116.806	116.831	116.762	116.748	116.815	116.869	116.748	116.873	116.792	116.774	116.793	116.791	116.742	116.761	116.729	116.856	116.767	116.857	116.818	116.832	116.762	116.869	116.757	2016_7_15_14_54_23
F2LS3A8AGRXL____	-65.869	-65.726	-65.834	-65.586	-65.461	-65.588	-65.554	-65.660	-65.656	-65.593	-65.778	-65.563	-65.586	-65.698	-65.964	-65.519	-65.918	-65.668	-65.594	-65.667	-65.528	-65.555	-65.588	-65.421	-65.856	-65.587	-65.692	-65.827	-65.795	-65.608	-65.874	-65.581	131.504	131.286	131.468	131.333	131.329	131.188	131.288	131.189	131.232	131.096	131.302	131.298	131.333	131.227	131.351	131.264	131.267	131.305	131.145	131.301	131.131	131.365	131.262	131.154	131.327	131.230	130.987	131.431	131.257	131.359	131.269	131.351	116.820	116.809	116.815	116.751	116.709	116.778	116.748	116.803	116.794	116.796	116.824	116.750	116.751	116.809	116.880	116.740	116.879	116.785	116.787	116.786	116.767	116.735	116.765	116.725	116.847	116.770	116.849	116.819	116.838	116.755	116.863	116.747	2016_7_15_14_54_26
F2LS3HFRHFM5____	-66.237	-66.091	-66.204	-65.954	-65.863	-65.994	-65.924	-66.023	-66.026	-65.959	-66.145	-65.965	-65.954	-66.063	-66.297	-65.922	-66.241	-66.033	-65.957	-66.034	-65.929	-65.922	-65.959	-65.785	-66.261	-65.958	-66.058	-66.193	-66.119	-65.976	-66.245	-65.980	131.575	131.362	131.545	131.404	131.408	131.262	131.364	131.225	131.294	131.166	131.383	131.338	131.404	131.253	131.434	131.335	131.344	131.376	131.262	131.376	131.161	131.396	131.335	131.234	131.362	131.259	131.057	131.464	131.329	131.396	131.347	131.430	116.789	116.775	116.782	116.720	116.688	116.759	116.717	116.775	116.765	116.764	116.790	116.735	116.720	116.785	116.834	116.721	116.831	116.752	116.746	116.753	116.754	116.710	116.734	116.691	116.834	116.747	116.817	116.793	116.791	116.729	116.831	116.725	2016_7_15_14_54_29
F2LS3KLTHFM5____	-66.189	-66.010	-66.152	-65.872	-65.781	-65.903	-65.838	-65.945	-65.945	-65.915	-66.098	-65.885	-65.872	-66.013	-66.255	-65.838	-66.195	-65.988	-65.873	-65.955	-65.885	-65.839	-65.877	-65.778	-66.183	-65.876	-65.977	-66.148	-66.074	-65.933	-66.202	-65.938	131.547	131.372	131.514	131.370	131.369	131.231	131.375	131.231	131.269	131.136	131.349	131.348	131.370	131.229	131.440	131.304	131.309	131.348	131.226	131.345	131.137	131.402	131.302	131.199	131.375	131.268	131.028	131.475	131.298	131.401	131.354	131.440	116.537	116.506	116.531	116.458	116.427	116.493	116.445	116.508	116.501	116.514	116.541	116.467	116.458	116.532	116.579	116.458	116.581	116.502	116.484	116.491	116.503	116.441	116.472	116.455	116.565	116.477	116.555	116.536	116.541	116.474	116.576	116.469	2016_7_15_14_54_32
F2LS30UNGRX8____	-66.178	-66.072	-66.177	-65.893	-65.806	-65.968	-65.897	-65.971	-66.003	-65.941	-66.119	-65.945	-65.893	-66.039	-66.272	-65.898	-66.220	-66.013	-65.895	-66.012	-65.912	-65.887	-65.933	-65.767	-66.240	-65.932	-66.038	-66.204	-66.129	-65.953	-66.222	-65.922	131.527	131.303	131.446	131.309	131.305	131.164	131.311	131.204	131.202	131.106	131.326	131.277	131.309	131.205	131.381	131.239	131.250	131.313	131.164	131.278	131.101	131.384	131.238	131.133	131.352	131.204	130.961	131.409	131.197	131.340	131.293	131.378	116.617	116.619	116.630	116.556	116.526	116.607	116.557	116.601	116.613	116.608	116.631	116.580	116.556	116.625	116.675	116.570	116.680	116.597	116.582	116.603	116.599	116.540	116.582	116.543	116.669	116.588	116.667	116.646	116.657	116.571	116.673	116.554	2016_7_15_14_54_34
F2LS39Q6GRXL____	-65.731	-65.590	-65.699	-65.442	-65.318	-65.484	-65.408	-65.524	-65.527	-65.460	-65.632	-65.457	-65.442	-65.557	-65.823	-65.408	-65.722	-65.531	-65.448	-65.531	-65.431	-65.400	-65.448	-65.274	-65.752	-65.450	-65.603	-65.721	-65.599	-65.508	-65.734	-65.506	131.742	131.524	131.668	131.523	131.521	131.383	131.525	131.382	131.413	131.311	131.539	131.528	131.523	131.417	131.636	131.452	131.507	131.491	131.384	131.492	131.280	131.557	131.453	131.346	131.566	131.418	131.167	131.631	131.453	131.556	131.510	131.599	116.352	116.340	116.353	116.289	116.246	116.328	116.277	116.342	116.338	116.332	116.353	116.293	116.289	116.348	116.402	116.290	116.390	116.326	116.315	116.326	116.327	116.268	116.303	116.261	116.390	116.310	116.407	116.368	116.356	116.307	116.393	116.298	2016_7_15_14_54_37
