SN	Distance_X_LOGO_Earphone_LD1	Distance_X_LOGO_Earphone_LD2	Distance_X_LOGO_Earphone_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_LD1	Distance_Y_LOGO_Earphone_LD2	Distance_Y_LOGO_Earphone_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_LD1	Angle_Earphone_LD2	Angle_Earphone_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS339XHFM1____	-29.439	-29.366	-29.414	-29.522	-29.485	-29.452	-29.485	-29.449	-29.416	-29.450	-29.554	-29.591	-29.450	-29.344	-29.243	-29.346	-29.381	-29.451	-29.380	-29.311	-29.364	-29.344	-29.346	-29.415	-29.381	-29.310	-29.347	-29.346	-29.381	-29.310	-29.486	-29.381	138.972	138.918	139.211	139.167	139.103	139.032	139.205	139.169	139.172	139.206	139.204	139.311	139.067	139.159	138.913	139.067	139.132	139.135	139.066	139.025	138.878	139.170	139.135	139.200	139.132	139.160	139.066	139.097	139.132	139.030	139.137	139.134	102.186	102.161	102.156	102.202	102.193	102.186	102.185	102.173	102.160	102.170	102.212	102.217	102.182	102.133	102.113	102.141	102.149	102.177	102.154	102.131	102.164	102.132	102.135	102.157	102.149	102.119	102.141	102.139	102.149	102.130	102.190	102.149	2016_7_15_14_26_15
F2LS3HFRHFM5____	-29.492	-29.423	-29.465	-29.573	-29.504	-29.503	-29.536	-29.504	-29.469	-29.503	-29.608	-29.642	-29.467	-29.397	-29.294	-29.399	-29.433	-29.504	-29.433	-29.364	-29.424	-29.399	-29.396	-29.467	-29.433	-29.364	-29.397	-29.399	-29.433	-29.363	-29.538	-29.433	139.028	138.896	139.232	139.195	139.086	139.083	139.227	139.121	139.121	139.264	139.258	139.334	139.122	139.187	138.976	139.123	139.189	139.086	139.155	139.051	138.815	139.191	139.160	139.257	139.189	139.051	139.122	139.086	139.189	139.089	139.221	139.191	102.027	102.011	101.999	102.045	102.027	102.027	102.028	102.024	102.010	102.012	102.053	102.060	102.009	101.976	101.953	101.982	101.990	102.027	101.993	101.974	102.018	101.977	101.978	101.998	101.990	101.974	101.982	101.985	101.990	101.971	102.029	101.990	2016_7_15_14_26_18
F2LS3JESHFM5____	-29.787	-29.716	-29.765	-29.872	-29.800	-29.800	-29.834	-29.799	-29.765	-29.799	-29.904	-29.941	-29.765	-29.694	-29.627	-29.731	-29.729	-29.800	-29.729	-29.658	-29.710	-29.695	-29.695	-29.766	-29.729	-29.659	-29.695	-29.693	-29.729	-29.660	-29.835	-29.729	138.906	138.770	139.147	139.073	139.041	138.969	139.137	139.106	139.108	139.072	139.139	139.214	139.001	139.067	138.861	138.967	139.072	139.109	139.005	139.035	138.821	139.180	139.150	139.140	139.072	139.102	139.005	139.001	139.072	138.968	139.071	139.072	102.184	102.167	102.155	102.203	102.178	102.183	102.183	102.172	102.158	102.175	102.210	102.218	102.167	102.134	102.125	102.157	102.147	102.172	102.152	102.122	102.161	102.124	102.127	102.156	102.147	102.117	102.139	102.139	102.147	102.128	102.189	102.147	2016_7_15_14_26_22
F2LS3HFBHFM5____	-29.588	-29.512	-29.561	-29.703	-29.597	-29.633	-29.631	-29.632	-29.599	-29.634	-29.702	-29.738	-29.603	-29.528	-29.387	-29.528	-29.527	-29.633	-29.561	-29.492	-29.509	-29.530	-29.529	-29.562	-29.527	-29.456	-29.528	-29.491	-29.527	-29.494	-29.632	-29.563	138.883	138.855	139.116	139.117	139.016	139.007	139.182	139.088	139.154	139.124	139.187	139.222	139.324	139.085	138.867	139.049	139.084	139.010	139.046	139.083	138.786	139.224	139.157	139.146	139.084	138.992	139.047	139.051	139.084	139.015	139.112	139.089	102.169	102.141	102.138	102.195	102.161	102.176	102.161	102.169	102.150	102.167	102.188	102.199	102.138	102.128	102.091	102.131	102.128	102.176	102.145	102.114	102.146	102.117	102.123	102.136	102.128	102.108	102.131	102.116	102.128	102.121	102.167	102.142	2016_7_15_14_26_27
F2LS3A7AHFM2____	-29.984	-29.917	-29.926	-30.070	-29.956	-30.002	-30.034	-30.000	-29.929	-30.000	-30.103	-30.103	-29.963	-29.856	-29.791	-29.896	-29.893	-30.001	-29.928	-29.822	-29.916	-29.857	-29.892	-29.927	-29.893	-29.858	-29.895	-29.857	-29.893	-29.859	-30.034	-29.889	138.895	138.714	139.049	139.017	139.203	138.835	139.087	138.980	138.949	139.092	139.009	139.159	138.986	139.019	138.726	138.947	139.017	139.103	138.945	138.910	138.711	139.090	139.054	139.081	139.017	139.085	138.945	139.019	139.017	138.913	139.021	139.148	102.023	102.012	101.987	102.047	101.986	102.035	102.027	102.022	101.997	102.013	102.061	102.048	102.007	101.962	101.962	101.984	101.977	102.012	101.997	101.958	102.012	101.957	101.974	101.985	101.977	101.958	101.984	101.963	101.977	101.972	102.032	101.965	2016_7_15_14_26_30
F2LS3A8AGRXL____	-29.591	-29.560	-29.566	-29.676	-29.601	-29.603	-29.638	-29.601	-29.567	-29.603	-29.741	-29.744	-29.567	-29.496	-29.394	-29.499	-29.531	-29.603	-29.531	-29.462	-29.516	-29.495	-29.497	-29.566	-29.531	-29.461	-29.497	-29.499	-29.531	-29.462	-29.638	-29.531	139.019	138.881	139.254	139.187	139.154	139.112	139.226	139.189	139.190	139.227	139.187	139.365	139.147	139.148	138.937	139.113	139.152	139.184	139.079	139.081	138.849	139.221	139.184	139.190	139.152	139.214	139.080	139.146	139.152	139.080	139.187	139.153	102.214	102.214	102.185	102.234	102.207	102.211	102.215	102.204	102.191	102.202	102.259	102.245	102.194	102.166	102.144	102.170	102.180	102.205	102.185	102.158	102.199	102.160	102.164	102.190	102.180	102.147	102.172	102.167	102.180	102.158	102.219	102.179	2016_7_15_14_26_34
F2LS39Q6GRXL____	-29.312	-29.245	-29.291	-29.384	-29.288	-29.384	-29.419	-29.314	-29.292	-29.314	-29.419	-29.467	-29.349	-29.279	-29.104	-29.225	-29.258	-29.325	-29.259	-29.174	-29.245	-29.223	-29.209	-29.290	-29.258	-29.148	-29.226	-29.209	-29.258	-29.174	-29.362	-29.257	139.017	138.883	139.246	139.138	139.180	138.963	139.173	139.068	139.175	139.173	139.173	139.316	138.998	139.138	138.823	139.104	139.209	139.107	139.139	138.998	138.808	139.245	139.138	139.208	139.209	139.166	139.102	139.033	139.209	138.963	139.175	139.145	101.745	101.729	101.717	101.763	101.722	101.778	101.774	101.741	101.724	101.733	101.774	101.781	101.761	101.722	101.679	101.703	101.707	101.742	101.714	101.692	101.736	101.691	101.694	101.720	101.707	101.668	101.703	101.703	101.707	101.695	101.751	101.712	2016_7_15_14_26_38
F2LS38VQGRXL____	-29.153	-29.037	-29.121	-29.233	-29.156	-29.156	-29.196	-29.162	-29.128	-29.163	-29.261	-29.296	-29.121	-29.051	-28.946	-29.051	-29.086	-29.226	-29.094	-29.023	-29.078	-29.051	-29.059	-29.127	-29.086	-29.016	-29.121	-29.051	-29.086	-29.016	-29.197	-29.156	138.925	138.842	139.127	139.138	139.092	138.952	139.200	139.164	139.167	139.173	139.162	139.267	138.987	139.127	138.882	138.987	138.987	139.092	139.090	139.085	138.791	139.197	139.161	139.195	138.987	139.057	138.987	139.022	138.987	138.952	139.164	139.127	101.831	101.792	101.802	101.845	101.818	101.830	101.825	101.815	101.801	101.814	101.854	101.859	101.813	101.774	101.753	101.786	101.799	101.846	101.794	101.766	101.812	101.768	101.774	101.798	101.799	101.766	101.813	101.783	101.799	101.775	101.828	101.815	2016_7_15_14_26_42
F2LS30UNGRX8____	-29.329	-29.251	-29.303	-29.447	-29.338	-29.370	-29.410	-29.370	-29.340	-29.375	-29.481	-29.515	-29.303	-29.269	-29.160	-29.265	-29.300	-29.370	-29.306	-29.236	-29.252	-29.265	-29.271	-29.335	-29.300	-29.233	-29.265	-29.273	-29.300	-29.300	-29.410	-29.269	138.926	138.888	139.213	139.137	139.103	138.957	139.210	139.062	139.173	139.179	139.207	139.315	139.034	139.125	138.817	138.922	139.062	139.027	139.059	139.051	138.761	139.062	139.131	139.027	139.062	139.122	138.992	139.095	139.062	138.957	139.140	139.163	101.828	101.800	101.794	101.857	101.817	101.842	101.836	101.833	101.812	101.825	101.865	101.869	101.809	101.788	101.771	101.803	101.806	101.836	101.808	101.781	101.812	101.792	101.788	101.822	101.806	101.774	101.798	101.792	101.806	101.814	101.842	101.785	2016_7_15_14_26_46
F2LS3957GRXL____	-29.367	-29.336	-29.342	-29.450	-29.377	-29.364	-29.413	-29.364	-29.343	-29.378	-29.482	-29.516	-29.343	-29.259	-29.171	-29.274	-29.308	-29.364	-29.308	-29.239	-29.296	-29.272	-29.273	-29.343	-29.308	-29.224	-29.274	-29.274	-29.308	-29.239	-29.399	-29.307	138.910	138.854	139.161	139.083	139.077	138.821	139.146	138.996	139.111	139.120	139.150	139.229	139.037	138.996	138.861	139.037	139.075	138.961	139.004	139.001	138.740	139.180	139.108	139.141	139.075	138.996	139.003	139.067	139.075	139.046	138.996	139.075	101.781	101.774	101.751	101.800	101.771	101.788	101.780	101.773	101.755	101.768	101.807	101.814	101.761	101.732	101.708	101.734	101.744	101.776	101.750	101.723	101.768	101.721	101.728	101.753	101.744	101.718	101.737	101.732	101.744	101.720	101.787	101.744	2016_7_15_14_26_51
