SN	Distance_X_LOGO_Earphone_LD1	Distance_X_LOGO_Earphone_LD2	Distance_X_LOGO_Earphone_LD3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Earphone_LD1	Distance_Y_LOGO_Earphone_LD2	Distance_Y_LOGO_Earphone_LD3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Earphone_LD1	Angle_Earphone_LD2	Angle_Earphone_LD3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Date_time
F2LS3HQHHFM5____	-29.521	-29.447	-29.503	-29.609	-29.535	-29.577	-29.573	-29.538	-29.503	-29.540	-29.645	-29.679	-29.539	-29.434	-29.326	-29.515	-29.470	-29.538	-29.505	-29.397	-29.450	-29.435	-29.435	-29.504	-29.470	-29.397	-29.436	-29.436	-29.470	-29.398	-29.576	-29.467	139.016	138.916	139.223	139.177	139.185	139.011	139.214	139.181	139.221	139.186	139.215	139.320	139.118	139.176	138.973	139.072	139.177	139.181	139.042	139.145	138.808	139.249	139.179	139.212	139.177	139.170	139.040	139.113	139.177	139.050	139.150	139.215	102.080	102.059	102.056	102.101	102.072	102.102	102.084	102.073	102.056	102.073	102.112	102.117	102.078	102.032	102.007	102.073	102.046	102.073	102.072	102.020	102.070	102.027	102.033	102.057	102.046	102.018	102.044	102.039	102.046	102.029	102.091	102.042	2016_7_15_14_25_37
F2LS3EKPHFM2____	-29.719	-29.645	-29.780	-29.838	-29.732	-29.711	-29.767	-29.732	-29.696	-29.732	-29.837	-29.871	-29.697	-29.629	-29.522	-29.676	-29.662	-29.732	-29.699	-29.641	-29.652	-29.676	-29.676	-29.697	-29.662	-29.571	-29.666	-29.676	-29.662	-29.593	-29.767	-29.664	138.913	138.859	139.194	139.077	139.050	138.826	139.190	139.110	139.217	139.193	139.114	139.251	139.014	139.075	138.865	138.931	139.149	139.045	139.007	138.931	138.705	139.071	139.001	139.144	139.149	139.001	139.007	138.966	139.149	138.976	139.079	139.107	101.857	101.832	101.857	101.890	101.850	101.861	101.852	101.845	101.822	101.838	101.886	101.888	101.840	101.808	101.783	101.838	101.814	101.851	101.841	101.824	101.848	101.826	101.832	101.829	101.814	101.791	101.828	101.835	101.814	101.802	101.862	101.819	2016_7_15_14_25_40
F2LS3KLTHFM5____	-29.640	-29.567	-29.616	-29.724	-29.652	-29.648	-29.689	-29.652	-29.619	-29.654	-29.758	-29.793	-29.617	-29.551	-29.444	-29.548	-29.583	-29.652	-29.583	-29.513	-29.569	-29.548	-29.547	-29.617	-29.583	-29.512	-29.549	-29.549	-29.583	-29.512	-29.689	-29.583	138.974	138.907	139.249	139.220	139.179	138.816	139.250	139.171	139.214	139.207	139.205	139.275	139.001	139.068	138.885	139.068	139.160	139.134	139.034	139.063	138.762	139.204	139.165	139.201	139.160	139.125	139.034	139.171	139.160	138.967	139.164	139.069	101.955	101.932	101.923	101.968	101.943	101.972	101.951	101.943	101.927	101.941	101.982	101.990	101.944	101.912	101.885	101.911	101.917	101.947	101.928	101.898	101.945	101.900	101.902	101.927	101.917	101.892	101.914	101.903	101.917	101.905	101.959	101.925	2016_7_15_14_25_44
F2LS3SMLHFM5____	-29.361	-29.293	-29.339	-29.446	-29.373	-29.376	-29.408	-29.373	-29.326	-29.373	-29.478	-29.512	-29.396	-29.269	-29.165	-29.271	-29.306	-29.375	-29.361	-29.235	-29.298	-29.268	-29.256	-29.338	-29.306	-29.221	-29.273	-29.270	-29.306	-29.237	-29.396	-29.304	139.042	138.911	139.317	139.176	139.206	139.095	139.276	139.204	139.066	139.244	139.238	139.346	139.066	139.238	138.990	139.136	139.166	139.174	139.066	139.166	138.824	139.273	139.136	139.237	139.166	139.136	139.169	139.168	139.166	139.135	139.136	139.232	101.787	101.771	101.756	101.809	101.778	101.789	101.786	101.778	101.771	101.775	101.817	101.821	101.799	101.735	101.714	101.744	101.755	101.781	101.785	101.727	101.780	101.731	101.738	101.762	101.755	101.724	101.742	101.741	101.755	101.730	101.793	101.749	2016_7_15_14_25_48
F2LS38TUGRXL____	-28.946	-28.886	-28.925	-29.030	-28.958	-28.960	-28.993	-28.957	-28.924	-28.957	-29.062	-29.100	-28.924	-28.853	-28.749	-28.854	-28.889	-28.958	-28.886	-28.818	-28.878	-28.852	-28.854	-28.923	-28.889	-28.819	-28.856	-28.854	-28.889	-28.818	-28.993	-28.888	138.997	138.989	139.243	139.161	139.161	139.088	139.197	139.194	139.198	139.231	139.226	139.335	139.126	139.133	138.948	139.127	139.162	139.197	139.097	139.092	138.826	139.237	139.200	139.228	139.162	139.195	139.163	139.161	139.162	139.061	139.191	139.163	101.709	101.686	101.681	101.729	101.701	101.707	101.711	101.697	101.684	101.695	101.736	101.742	101.690	101.662	101.636	101.662	101.673	101.698	101.677	101.651	101.696	101.653	101.656	101.681	101.673	101.643	101.660	101.660	101.673	101.653	101.712	101.673	2016_7_15_14_25_53
F2LS3TKDHFM5____	-29.891	-29.822	-29.873	-29.976	-29.941	-29.909	-29.942	-29.941	-29.908	-29.908	-30.011	-30.046	-29.914	-29.802	-29.697	-29.839	-29.840	-29.904	-29.871	-29.802	-29.821	-29.838	-29.837	-29.908	-29.840	-29.802	-29.839	-29.839	-29.840	-29.769	-29.941	-29.873	138.993	138.860	139.184	139.112	139.044	139.005	139.186	139.078	139.082	139.148	139.148	139.254	138.914	139.083	138.869	139.047	139.149	139.044	139.013	139.042	138.823	139.189	139.084	139.151	139.149	139.111	139.013	139.081	139.149	139.051	139.116	139.080	102.154	102.138	102.130	102.177	102.169	102.160	102.157	102.166	102.153	102.147	102.187	102.192	102.169	102.111	102.088	102.128	102.120	102.155	102.144	102.114	102.141	102.116	102.125	102.147	102.120	102.109	102.131	102.126	102.120	102.101	102.163	102.139	2016_7_15_14_25_57
F2LS3MG9HFM5____	-29.084	-29.054	-29.060	-29.220	-29.097	-29.098	-29.130	-29.096	-29.045	-29.096	-29.201	-29.236	-29.045	-28.990	-28.887	-28.975	-29.028	-29.095	-29.028	-28.956	-29.014	-28.991	-28.992	-29.061	-29.028	-28.954	-28.975	-28.993	-29.028	-28.958	-29.130	-29.027	139.032	138.888	139.299	139.123	139.158	139.085	139.227	139.191	139.123	139.196	139.256	139.366	139.053	139.189	138.977	139.053	139.191	139.154	139.196	139.152	138.856	139.262	139.195	139.258	139.191	139.185	139.053	139.188	139.191	139.089	139.193	139.192	101.846	101.846	101.814	101.892	101.840	101.847	101.848	101.837	101.823	101.837	101.873	101.878	101.829	101.796	101.772	101.801	101.810	101.840	101.810	101.785	101.832	101.790	101.796	101.818	101.810	101.782	101.801	101.797	101.810	101.791	101.851	101.810	2016_7_15_14_26_00
F2LS3BDVGRXL____	-29.521	-29.443	-29.492	-29.599	-29.528	-29.529	-29.560	-29.527	-29.495	-29.529	-29.632	-29.665	-29.483	-29.422	-29.320	-29.426	-29.459	-29.525	-29.458	-29.378	-29.445	-29.423	-29.424	-29.493	-29.459	-29.378	-29.425	-29.413	-29.459	-29.389	-29.599	-29.458	138.820	138.813	139.147	139.103	139.073	139.002	139.142	139.075	139.078	139.108	139.106	139.248	138.916	139.102	138.857	139.077	139.106	139.069	139.076	138.916	138.702	139.147	139.145	139.106	139.106	138.776	139.075	138.951	139.106	138.972	139.075	139.107	101.990	101.960	101.951	101.997	101.972	101.978	101.979	101.971	101.958	101.969	102.010	102.011	101.967	101.927	101.908	101.931	101.942	101.971	101.944	101.925	101.970	101.924	101.925	101.955	101.942	101.937	101.931	101.936	101.942	101.925	101.999	101.941	2016_7_15_14_26_04
F2LS35BZHFM1____	-29.035	-28.963	-29.016	-29.117	-29.047	-29.033	-29.081	-29.047	-29.012	-29.033	-29.153	-29.190	-29.013	-28.928	-28.839	-28.944	-28.977	-29.047	-28.979	-28.893	-28.964	-28.928	-28.945	-29.012	-28.977	-28.906	-28.947	-28.928	-28.977	-28.893	-29.084	-28.980	139.103	138.928	139.377	139.268	139.233	139.023	139.300	139.224	139.227	139.093	139.299	139.444	139.156	139.058	139.006	139.159	139.259	139.230	139.156	139.058	138.928	139.198	139.486	139.258	139.259	139.256	139.190	139.163	139.259	139.023	139.263	139.256	101.757	101.743	101.727	101.776	101.751	101.763	101.759	101.751	101.738	101.757	101.787	101.790	101.744	101.718	101.687	101.717	101.721	101.751	101.730	101.705	101.743	101.707	101.690	101.735	101.721	101.693	101.715	101.710	101.721	101.707	101.763	101.723	2016_7_15_14_26_08
F2LS3HZVHFM5____	-29.441	-29.376	-29.426	-29.531	-29.460	-29.461	-29.495	-29.460	-29.427	-29.462	-29.565	-29.600	-29.425	-29.354	-29.252	-29.357	-29.391	-29.459	-29.391	-29.321	-29.371	-29.356	-29.355	-29.426	-29.391	-29.321	-29.357	-29.357	-29.391	-29.320	-29.496	-29.390	138.981	138.937	139.178	139.103	139.042	138.999	139.140	139.073	139.076	139.110	139.107	139.249	139.037	139.097	138.828	139.004	139.103	139.064	139.033	139.004	138.771	139.177	139.108	139.108	139.103	139.064	139.034	139.038	139.103	139.001	139.105	139.104	101.964	101.942	101.941	101.989	101.966	101.970	101.971	101.963	101.950	101.961	102.002	102.004	101.952	101.920	101.902	101.928	101.933	101.964	101.939	101.914	101.954	101.913	101.919	101.947	101.933	101.909	101.926	101.926	101.933	101.914	101.975	101.933	2016_7_15_14_26_11
