SN	Distance_X_LOGO_Voice1	Distance_X_LOGO_voice2	Distance_X_LOGO_3	Distance_X_LOGO_4	Distance_X_LOGO_5	Distance_X_LOGO_6	Distance_X_LOGO_7	Distance_X_LOGO_8	Distance_X_LOGO_9	Distance_X_LOGO_10	Distance_X_LOGO_11	Distance_X_LOGO_12	Distance_X_LOGO_13	Distance_X_LOGO_14	Distance_X_LOGO_15	Distance_X_LOGO_16	Distance_X_LOGO_17	Distance_X_LOGO_18	Distance_X_LOGO_19	Distance_X_LOGO_20	Distance_X_LOGO_21	Distance_X_LOGO_22	Distance_X_LOGO_23	Distance_X_LOGO_24	Distance_X_LOGO_25	Distance_X_LOGO_26	Distance_X_LOGO_27	Distance_X_LOGO_28	Distance_X_LOGO_29	Distance_X_LOGO_30	Distance_X_LOGO_31	Distance_X_LOGO_32	Distance_Y_LOGO_Voice1	Distance_Y_LOGO_voice2	Distance_Y_LOGO_3	Distance_Y_LOGO_4	Distance_Y_LOGO_5	Distance_Y_LOGO_6	Distance_Y_LOGO_7	Distance_Y_LOGO_8	Distance_Y_LOGO_9	Distance_Y_LOGO_10	Distance_Y_LOGO_11	Distance_Y_LOGO_12	Distance_Y_LOGO_13	Distance_Y_LOGO_14	Distance_Y_LOGO_15	Distance_Y_LOGO_16	Distance_Y_LOGO_17	Distance_Y_LOGO_18	Distance_Y_LOGO_19	Distance_Y_LOGO_20	Distance_Y_LOGO_21	Distance_Y_LOGO_22	Distance_Y_LOGO_23	Distance_Y_LOGO_24	Distance_Y_LOGO_25	Distance_Y_LOGO_26	Distance_Y_LOGO_27	Distance_Y_LOGO_28	Distance_Y_LOGO_29	Distance_Y_LOGO_30	Distance_Y_LOGO_31	Distance_Y_LOGO_32	Angle_Voice1	Angle_voice2	Angle_3	Angle_4	Angle_5	Angle_6	Angle_7	Angle_8	Angle_9	Angle_10	Angle_11	Angle_12	Angle_13	Angle_14	Angle_15	Angle_16	Angle_17	Angle_18	Angle_19	Angle_20	Angle_21	Angle_22	Angle_23	Angle_24	Angle_25	Angle_26	Angle_27	Angle_28	Angle_29	Angle_30	Angle_31	Angle_32	Average_X	Average_Y	Average_Angle	Date_time
F2LS3BDVGRXL____	-0.209	-0.177	-0.207	-0.206	-0.245	-0.211	-0.212	-0.213	-0.242	-0.211	-0.213	-0.209	-0.171	-0.212	-0.206	-0.209	-0.210	-0.211	-0.211	-0.212	-0.211	-0.208	-0.243	-0.212	-0.205	-0.209	-0.213	-0.246	-0.206	-0.215	-0.240	-0.213	0.071	0.070	0.069	0.070	0.071	0.070	0.071	0.070	0.071	0.071	0.069	0.070	0.070	0.070	0.071	0.070	0.070	0.070	0.068	0.070	0.072	0.071	0.072	0.068	0.037	0.071	0.071	0.073	0.071	0.067	0.074	0.070	0.583	0.594	0.583	0.584	0.569	0.582	0.581	0.580	0.570	0.581	0.581	0.582	0.597	0.582	0.583	0.583	0.582	0.582	0.582	0.582	0.582	0.583	0.570	0.582	0.590	0.582	0.581	0.568	0.583	0.581	0.570	0.581	-0.213	0.069	0.581	2016_7_15_16_29_45
F2LS3HQHHFM5____	0.269	0.292	0.322	0.343	0.347	0.350	0.343	0.280	0.345	0.350	0.348	0.347	0.280	0.339	0.343	0.288	0.323	0.346	0.342	0.293	0.350	0.341	0.292	0.291	0.344	0.345	0.324	0.344	0.291	0.295	0.346	0.291	-0.102	-0.023	-0.019	-0.005	-0.000	0.002	-0.003	-0.070	-0.002	0.000	0.002	-0.007	-0.070	-0.008	-0.004	-0.017	-0.016	-0.001	-0.007	-0.055	0.000	-0.006	-0.023	-0.053	-0.004	-0.005	-0.021	-0.003	-0.015	-0.051	0.000	-0.023	0.120	0.113	0.123	0.128	0.129	0.129	0.128	0.118	0.128	0.130	0.129	0.131	0.118	0.128	0.128	0.110	0.123	0.129	0.128	0.119	0.130	0.128	0.113	0.118	0.128	0.129	0.124	0.129	0.111	0.119	0.128	0.113	0.323	-0.019	0.124	2016_7_15_16_29_48
F2LS3MG9HFM5____	-0.270	-0.277	-0.242	-0.267	-0.237	-0.280	-0.269	-0.231	-0.268	-0.320	-0.284	-0.156	-0.280	-0.274	-0.270	-0.280	-0.238	-0.269	-0.289	-0.270	-0.280	-0.279	-0.242	-0.241	-0.280	-0.282	-0.232	-0.280	-0.296	-0.244	-0.210	-0.268	0.077	0.073	0.108	0.080	0.108	0.070	0.132	0.077	0.077	0.080	0.077	0.133	0.070	0.108	0.077	0.070	0.074	0.108	0.047	0.076	0.140	0.045	0.111	0.108	0.070	0.044	0.076	0.043	0.081	0.108	0.140	0.076	0.559	0.557	0.563	0.559	0.564	0.556	0.548	0.573	0.560	0.539	0.553	0.589	0.555	0.551	0.559	0.556	0.571	0.552	0.557	0.559	0.542	0.561	0.562	0.564	0.556	0.560	0.572	0.561	0.548	0.562	0.569	0.560	-0.263	0.086	0.559	2016_7_15_16_29_52
F2LS35BZHFM1____	-0.210	-0.159	-0.224	-0.140	-0.210	-0.140	-0.140	-0.140	-0.140	-0.210	-0.144	-0.210	-0.210	-0.140	-0.189	-0.138	-0.143	-0.140	-0.143	-0.184	-0.146	-0.148	-0.154	-0.150	-0.140	-0.143	-0.141	-0.140	-0.210	-0.176	-0.140	-0.152	0.140	0.132	0.105	0.140	0.140	0.140	0.140	0.140	0.140	0.070	0.199	0.140	0.140	0.140	0.139	0.157	0.159	0.140	0.154	0.104	0.081	0.157	0.167	0.135	0.140	0.155	0.157	0.140	0.070	0.106	0.140	0.135	-0.105	-0.085	-0.104	-0.080	-0.106	-0.080	-0.080	-0.080	-0.080	-0.091	-0.092	-0.106	-0.107	-0.080	-0.098	-0.082	-0.084	-0.080	-0.084	-0.089	-0.070	-0.086	-0.090	-0.083	-0.080	-0.084	-0.083	-0.080	-0.092	-0.086	-0.080	-0.083	-0.162	0.136	-0.087	2016_7_15_16_29_56
F2LS339XHFM1____	-0.048	-0.009	-0.048	-0.050	-0.045	-0.016	-0.063	-0.046	-0.044	-0.014	0.000	-0.020	-0.013	-0.021	-0.048	-0.017	-0.054	-0.046	-0.055	-0.014	-0.017	-0.050	-0.016	-0.018	-0.050	-0.009	-0.051	-0.046	-0.046	-0.019	-0.075	-0.015	0.090	0.090	0.088	0.121	0.087	0.119	0.119	0.122	0.060	0.120	0.140	0.119	0.120	0.120	0.120	0.123	0.122	0.123	0.120	0.119	0.120	0.122	0.125	0.120	0.121	0.089	0.122	0.087	0.124	0.121	0.007	0.123	-0.035	-0.022	-0.035	-0.043	-0.034	-0.030	-0.047	-0.042	-0.028	-0.029	-0.028	-0.031	-0.029	-0.031	-0.041	-0.030	-0.045	-0.041	-0.044	-0.029	-0.030	-0.043	-0.030	-0.030	-0.043	-0.022	-0.043	-0.034	-0.042	-0.031	-0.030	-0.029	-0.034	0.110	-0.034	2016_7_15_16_29_59
F2LS3EKPHFM2____	-0.286	-0.283	-0.286	-0.288	-0.285	-0.289	-0.285	-0.287	-0.287	-0.319	-0.291	-0.286	-0.290	-0.282	-0.315	-0.275	-0.284	-0.326	-0.285	-0.290	-0.288	-0.289	-0.285	-0.288	-0.288	-0.291	-0.280	-0.287	-0.325	-0.290	-0.280	-0.286	-0.004	-0.002	-0.004	-0.005	-0.007	-0.016	-0.004	0.000	-0.005	-0.029	-0.019	-0.005	-0.006	-0.005	-0.035	0.086	-0.006	-0.005	-0.007	-0.011	-0.004	-0.005	-0.009	-0.005	-0.005	-0.005	-0.005	-0.007	-0.001	-0.004	0.000	-0.001	0.568	0.569	0.568	0.568	0.569	0.570	0.569	0.566	0.568	0.561	0.570	0.569	0.567	0.570	0.564	0.555	0.570	0.554	0.570	0.569	0.567	0.567	0.570	0.568	0.567	0.566	0.571	0.568	0.553	0.567	0.570	0.568	-0.290	-0.004	0.567	2016_7_15_16_30_02
F2LS3HZVHFM5____	-0.048	-0.046	-0.012	-0.022	-0.048	-0.050	-0.045	-0.048	-0.045	-0.018	-0.017	-0.049	-0.052	-0.013	-0.013	-0.049	-0.050	-0.016	-0.049	-0.013	-0.016	-0.021	-0.044	-0.042	-0.050	-0.022	-0.045	-0.056	-0.048	-0.013	-0.078	-0.043	0.196	0.196	0.195	0.190	0.162	0.163	0.165	0.162	0.198	0.196	0.191	0.161	0.160	0.162	0.162	0.194	0.197	0.159	0.198	0.191	0.193	0.192	0.167	0.165	0.165	0.192	0.162	0.196	0.163	0.196	0.167	0.163	0.618	0.618	0.631	0.628	0.624	0.624	0.624	0.625	0.618	0.628	0.630	0.624	0.623	0.637	0.637	0.618	0.616	0.637	0.616	0.632	0.630	0.628	0.625	0.626	0.623	0.628	0.626	0.614	0.624	0.631	0.612	0.626	-0.037	0.179	0.625	2016_7_15_16_30_05
F2LS3SMLHFM5____	0.130	0.105	0.106	0.139	0.138	0.104	0.139	0.140	0.135	0.137	0.139	0.138	0.141	0.138	0.140	0.104	0.140	0.139	0.142	0.099	0.136	0.137	0.099	0.130	0.135	0.137	0.141	0.141	0.140	0.105	0.137	0.100	0.046	0.015	0.014	0.014	0.013	0.012	0.014	0.015	0.017	0.014	0.019	0.016	0.013	0.013	0.014	0.020	0.012	0.013	0.015	0.011	0.017	0.016	0.016	0.045	0.014	0.015	0.017	0.014	0.016	0.016	0.014	0.012	0.039	0.036	0.036	0.049	0.049	0.036	0.049	0.049	0.047	0.048	0.047	0.049	0.050	0.049	0.049	0.034	0.050	0.049	0.049	0.035	0.047	0.048	0.034	0.039	0.048	0.048	0.050	0.049	0.048	0.036	0.048	0.035	0.129	0.017	0.045	2016_7_15_16_30_08
F2LS38TUGRXL____	0.165	0.135	0.188	0.159	0.159	0.186	0.186	0.156	0.193	0.190	0.194	0.160	0.153	0.195	0.195	0.160	0.199	0.155	0.190	0.158	0.161	0.160	0.194	0.137	0.155	0.161	0.197	0.192	0.191	0.192	0.193	0.194	0.036	0.005	0.064	0.032	0.030	0.060	0.097	0.066	0.064	0.061	0.064	0.066	0.066	0.063	0.063	0.032	0.068	0.066	0.067	0.023	0.031	0.031	0.067	0.008	0.066	0.033	0.066	0.064	0.062	0.065	0.061	0.066	0.728	0.724	0.731	0.727	0.728	0.731	0.724	0.719	0.733	0.732	0.733	0.721	0.718	0.734	0.734	0.727	0.734	0.719	0.731	0.728	0.727	0.727	0.732	0.724	0.718	0.727	0.734	0.733	0.733	0.733	0.733	0.733	0.175	0.054	0.728	2016_7_15_16_30_12
F2LS3957GRXL____	0.515	0.518	0.516	0.520	0.518	0.515	0.517	0.478	0.516	0.517	0.517	0.520	0.518	0.518	0.515	0.510	0.519	0.519	0.519	0.518	0.515	0.519	0.520	0.521	0.516	0.518	0.519	0.518	0.522	0.517	0.515	0.515	10.858	10.882	10.883	10.887	10.885	10.884	10.884	10.885	10.885	10.887	10.884	10.887	10.886	10.886	10.884	10.912	10.888	10.887	10.887	10.887	10.882	10.887	10.856	10.856	10.884	10.886	10.887	10.887	10.885	10.887	10.887	10.934	-1.738	-1.750	-1.760	-1.758	-1.759	-1.756	-1.757	-1.777	-1.746	-1.742	-1.745	-1.757	-1.759	-1.755	-1.758	-1.751	-1.757	-1.762	-1.759	-1.761	-1.744	-1.759	-1.745	-1.746	-1.755	-1.758	-1.758	-1.757	-1.757	-1.754	-1.747	-1.755	0.516	10.885	-1.754	2016_7_15_16_30_15
